gene	p_ebm	n_pep	abun	l2fc	color
Amfr	0.207734158902137	7	325.9131846103	-0.003750423206673088	#C9C9C9
Ammecr1	0.7115151959820286	2	216.1371506721	-0.027416493456175313	#C9C9C9
Ammecr1l	0.4868329087268421	2	149.7434792971	0.05862770764604451	#C9C9C9
Amn1	0.13334609075261106	3	141.650950324	0.13117228265985625	#C9C9C9
Ampd2	0.08164803117523867	3	421.5651786531	0.1256517190318972	#C9C9C9
Ampd3	0.3237656664121989	5	351.9424729917	0.06222073236072411	#C9C9C9
Amz2	0.006266985814533664	4	268.8517947351	0.24283679287946924	#CCCCFF
Anapc1	0.43170737289758504	4	448.203936603	-0.024977066271760818	#C9C9C9
Anapc10	0.22440138261166373	4	356.8001741543	-0.1278689492848164	#C9C9C9
Anapc11	0.9567117749593195	1	55.8890791084	-0.008354253288522134	#C9C9C9
Anapc16	0.605948257166833	3	195.71807475399999	0.01990663409689884	#C9C9C9
