inchi_key	inchi	smiles	cell_line	conc	target_value	control_value
JECYVXQBWWWXJR-FQEVSTJZSA-N	JECYVXQBWWWXJR-FQEVSTJZSA-N	CC(C)C[C@H]1c2[nH]c3ccc(Cl)cc3c2CCN1C(=O)CCN1CCC(F)(F)CC1	GFP	10	-1.00866034372439	0.0944848982313087
BBTFKAOFCSOZMB-UHFFFAOYSA-N	BBTFKAOFCSOZMB-UHFFFAOYSA-N	CNc1nc(-c2cccc(NC(=O)c3ccc(C(=O)OC)cc3)c2)c2cc(OC)c(OC)cc2n1	GFP	10	3.170620070303	1.79800792990206
FDWQSLRDIBRKEI-UHFFFAOYSA-N	FDWQSLRDIBRKEI-UHFFFAOYSA-N	CC(C)(C)c1cnc(CSc2cnc(NC(=O)Cc3ccc(CNC(CO)CO)cc3)s2)o1	GFP	10	-11.4718566943163	-15.6949370242478
CMWTZPSULFXXJA-VIFPVBQESA-N	CMWTZPSULFXXJA-VIFPVBQESA-N	COc1ccc2cc([C@H](C)C(=O)O)ccc2c1	GFP	10	-0.203577846249367	0.144631582662614
NMTKJEZOWHRAQY-UHFFFAOYSA-N	NMTKJEZOWHRAQY-UHFFFAOYSA-N	COc1ccc2cncc(Cc3nc4c([nH]3)c(=O)n(C)c(=O)n4CC(C)C)c2c1	GFP	10	-1.13008224460516	-0.795313440347317
LCMWDFXRHRLQPG-MXVIHJGJSA-N	LCMWDFXRHRLQPG-MXVIHJGJSA-N	CN1CCN([C@H]2CC[C@H](n3cc(-c4ccc(NS(=O)(=O)c5cccc(Cl)c5Cl)c(F)c4)c4c(N)ncnc43)CC2)CC1	GFP	10	-5.11528531917472	-1.07498841167661
JJKOTMDDZAJTGQ-DQSJHHFOSA-N	JJKOTMDDZAJTGQ-DQSJHHFOSA-N	CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1	GFP	10	0.135090975203462	-0.413281469975173
TXJZRSRTYPUYRW-NQIIRXRSSA-N	TXJZRSRTYPUYRW-NQIIRXRSSA-N	COC(=O)c1ccc([C@H]2c3[nH]c4ccccc4c3C[C@H](C(=O)OC)N2C(=O)CCl)cc1	GFP	10	-4.3360797522019	2.22320100848468
YNQONPYZDIKVFM-UHFFFAOYSA-N	YNQONPYZDIKVFM-UHFFFAOYSA-N	O=C1NC(=O)C(c2cn(CCCO)c3ccccc23)=C1c1c[nH]c2ccccc12	GFP	10	-7.17080295526306	-8.05309381997898
LRFKWQGGENFBFO-IBGZPJMESA-N	LRFKWQGGENFBFO-IBGZPJMESA-N	CCCCCCCCc1ccc(CC[C@](N)(CO)COP(=O)(O)O)cc1	GFP	10	0.709774819012205	0.511960323681661
SOJUSNIBPPMLCC-UHFFFAOYSA-N	SOJUSNIBPPMLCC-UHFFFAOYSA-N	Nc1ncc2c(n1)CC(c1ccco1)CC2=O	GFP	10	1.18700347908153	1.04417424991036
AQTPWCUIYUOEMG-INIZCTEOSA-N	AQTPWCUIYUOEMG-INIZCTEOSA-N	O=C(C1CC1)N1CC[C@@H](Cc2n[nH]c(=O)n2-c2ccc(-c3ccc4occc4c3)cc2)C1	GFP	10	6.64920570769967	4.7440679201896
JZRMBDHPALEPDM-UHFFFAOYSA-N	JZRMBDHPALEPDM-UHFFFAOYSA-N	O=C(Nc1cc(Cl)cc2c1[nH]c1cnccc12)c1cccnc1	GFP	10	-0.743615589630759	2.1170043525962
HMJIYCCIJYRONP-UHFFFAOYSA-N	HMJIYCCIJYRONP-UHFFFAOYSA-N	COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12	GFP	10	0.667174857371805	0.851387233655958
HIZOPJQOPKRKFM-UHFFFAOYSA-N	HIZOPJQOPKRKFM-UHFFFAOYSA-N	O=C(O)c1ccc(CCCc2c(CCNS(=O)(=O)Cc3ccc(Cl)c(Cl)c3)n(C(c3ccccc3)c3ccccc3)c3ccc(Cl)cc23)cc1	GFP	10	4.33060382549517	-0.203710802777299
GGMAXEWLXWJGSF-PEWBXTNBSA-N	GGMAXEWLXWJGSF-PEWBXTNBSA-N	CSCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O	GFP	10	0.356288810351698	-0.104801791002248
DQTMJIUNXVVYJR-IDUWFGFVSA-N	DQTMJIUNXVVYJR-IDUWFGFVSA-N	COc1cc(OC)c(OC)cc1/C=C1\Oc2cc(O)ccc2C1=O	GFP	10	-1.24207569950424	-0.664227681816659
MVCOAUNKQVWQHZ-UHFFFAOYSA-N	MVCOAUNKQVWQHZ-UHFFFAOYSA-N	Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1	GFP	10	-3.54772178564728	-1.68272510030428
CKNAQFVBEHDJQV-UHFFFAOYSA-N	CKNAQFVBEHDJQV-UHFFFAOYSA-N	Cc1c(-c2cnccn2)ssc1=S	GFP	10	-0.0594457993861865	-1.02982919093088
XZIZUQSOFMLIIR-CQSZACIVSA-N	XZIZUQSOFMLIIR-CQSZACIVSA-N	c1ccc2c(c1)CCC[C@H]2Nc1nc2ccccc2[nH]1	GFP	10	-2.12907986909967	-1.40054291669568
GWKQRNXTGAHPBR-GINUTJKVSA-N	GWKQRNXTGAHPBR-GINUTJKVSA-N	O=C(O)/C=C/c1ccc(C(=C2C3CCCC2CCC3)c2ccc(O)cc2)cc1	GFP	10	-4.20709168753015	-1.99493849177867
CTRLABGOLIVAIY-UHFFFAOYSA-N	CTRLABGOLIVAIY-UHFFFAOYSA-N	NC(=O)N1c2ccccc2CC(=O)c2ccccc21	GFP	10	-1.08243193938348	4.23557205381999
UUMKQZVEZSXWBY-HNNXBMFYSA-N	UUMKQZVEZSXWBY-HNNXBMFYSA-N	O=P(O)(O)CN[C@@H](Cc1ccc(-c2ccccc2)cc1)c1nnn[nH]1	GFP	10	-0.627100080697923	-1.58960212822391
MWDJHBRCBQFLAW-UHFFFAOYSA-N	MWDJHBRCBQFLAW-UHFFFAOYSA-N	NCc1ccnc(C(=O)NCc2ccccc2)c1	GFP	10	-1.06073928068221	-2.42049437737028
CMCWWLVWPDLCRM-UHFFFAOYSA-N	CMCWWLVWPDLCRM-UHFFFAOYSA-N	O=C1CCN(c2ccccc2)N1	GFP	10	0.865377203827474	0.00723917229713069
YSBGRVXJEMSEQY-DEOSSOPVSA-N	YSBGRVXJEMSEQY-DEOSSOPVSA-N	Cn1c(SCC(=O)N2CCC[C@H]2C(=O)Nc2ccccc2-c2ccccc2)nc2ccccc21	GFP	10	1.29256784718259	0.321000874236066
LVPYVYFMCKYFCZ-UHFFFAOYSA-N	LVPYVYFMCKYFCZ-UHFFFAOYSA-N	CCCc1c(O)c(O)c(C(=O)O)c2cc(Cc3ccccc3)c(C)cc12	GFP	10	2.19776096215951	0.902901918012112
IFDGQFUYOOYEGE-UHFFFAOYSA-N	IFDGQFUYOOYEGE-UHFFFAOYSA-N	CN1CCC(c2ccc(CN(C)Cc3ccc(Cl)cc3)cc2)CC1	GFP	10	-1.03860885263996	2.80667176901931
BRLVOVGBNYPHBQ-UHFFFAOYSA-N	BRLVOVGBNYPHBQ-UHFFFAOYSA-N	Clc1cccc(N2CCN(Cc3nc4ccccc4[nH]3)CC2)c1	GFP	10	1.27110367721934	-0.737476583906922
LBHIOVVIQHSOQN-UHFFFAOYSA-N	LBHIOVVIQHSOQN-UHFFFAOYSA-N	O=C(NCCO[N+](=O)[O-])c1cccnc1	GFP	10	0.358778112553973	0.450290251168775
MKTAGSRKQIGEBH-SSDOTTSWSA-N	MKTAGSRKQIGEBH-SSDOTTSWSA-N	Clc1ccc(OC[C@H]2CCN2)cn1	GFP	10	1.3971978989837	0.236321520984413
RCSLEKLNDJJJLF-UHFFFAOYSA-N	RCSLEKLNDJJJLF-UHFFFAOYSA-N	CCOc1ccccc1NC(=O)c1ccccc1NS(=O)(=O)C1CC1	GFP	10	-0.540035114483323	-0.952364163163177
GNMUEVRJHCWKTO-HXUWFJFHSA-N	GNMUEVRJHCWKTO-HXUWFJFHSA-N	Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@H](CC(=O)Nc1ccc(O)cc1)c1nnc(C)n1-2	GFP	10	-3.32169058066747	-0.991440822739598
VLVARFGYPATFQX-ULQDDVLXSA-N	VLVARFGYPATFQX-ULQDDVLXSA-N	CC(C)C[C@H](NC(=O)[C@@H](S)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)O	GFP	10	1.0664463393234	0.19675522917145
GYFRQCMDLBNZSF-UHFFFAOYSA-N	GYFRQCMDLBNZSF-UHFFFAOYSA-N	CCc1nc(C)cn2nc(-c3cc(=O)n4cc(C5CCN(C)CC5)cc(C)c4n3)cc12	GFP	10	-2.11459745113356	-3.27267305212243
YASAKCUCGLMORW-UHFFFAOYSA-N	YASAKCUCGLMORW-UHFFFAOYSA-N	CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1	GFP	10	0.82778003066135	-0.859646353750259
HHRPVOWUBGBVDY-UHFFFAOYSA-N	HHRPVOWUBGBVDY-UHFFFAOYSA-N	O=C(NCc1ccccn1)c1ccnc(N2CCN(Cc3ccc(C(F)(F)F)cc3)C2=O)c1	GFP	10	7.96041768573695	6.86653309198086
WUJVPELCYCESAP-UHFFFAOYSA-N	WUJVPELCYCESAP-UHFFFAOYSA-N	O=C(O)CC1CCC2(CC1)CCN(c1cc(OC(F)(F)F)ccc1Cl)CC2	GFP	10	-0.655370282633335	0.289819191324756
OAIJSZIZWZSQBC-GYZMGTAESA-N	OAIJSZIZWZSQBC-GYZMGTAESA-N		GFP	10	2.00523543305004	-0.341245718168415
WVIPVRJNDZWQGP-UHFFFAOYSA-N	WVIPVRJNDZWQGP-UHFFFAOYSA-N	Cc1cc2[nH]c(=O)cc(C)c2cc1NC(=O)c1cc(S(=O)(=O)N(C)C)ccc1N1CCOCC1	GFP	10	-7.03093480969925	0.267716149208162
BZCALJIHZVNMGJ-HSZRJFAPSA-N	BZCALJIHZVNMGJ-HSZRJFAPSA-N	Cc1cc(OCCCS(C)(=O)=O)cc(C)c1-c1cccc(COc2ccc3c(c2)OC[C@H]3CC(=O)O)c1	GFP	10	1.7208013356997	0.67901009019204
FFNWMBDISAYHDC-UHFFFAOYSA-N	FFNWMBDISAYHDC-UHFFFAOYSA-N	CCN(CC)CCOC(=O)c1cc(Cl)c(N)cc1OC	GFP	10	0.358498199002623	-2.1591369085649
DEVUYWTZRXOMSI-UHFFFAOYSA-N	DEVUYWTZRXOMSI-UHFFFAOYSA-N	NS(=O)(=O)Nc1ccccc1	GFP	10	0.0640274764092706	-0.492110926446608
UVIQSJCZCSLXRZ-UBUQANBQSA-N	UVIQSJCZCSLXRZ-UBUQANBQSA-N	CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC=C(c5cccnc5)[C@@]4(C)CC[C@@H]32)C1	GFP	10	-0.463218053959177	-0.137153958868205
BYDKEYCXCIVOOV-JTSKRJEESA-N	BYDKEYCXCIVOOV-JTSKRJEESA-N	N=C(N)N1CCC[C@@H](CNC(=O)C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N(CC(=O)O)C2CC2)C1	GFP	10	-2.25776724104112	-1.72821570868413
YCXFHPUBGMMWJQ-UHFFFAOYSA-N	YCXFHPUBGMMWJQ-UHFFFAOYSA-N		GFP	10	-2.01234994736102	-0.963482685513737
JNAHVYVRKWKWKQ-CYBMUJFWSA-N	JNAHVYVRKWKWKQ-CYBMUJFWSA-N	C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1	GFP	10	-0.083397192139997	-1.58676302796684
QNFWRHKLBLSSPB-MRXNPFEDSA-N	QNFWRHKLBLSSPB-MRXNPFEDSA-N	CC(C)(C)c1ccc(CC[C@@](O)(CC(=O)O)C(=O)O)cc1	GFP	10	0.0712953806118223	-2.25451458579827
DQDBCHHEIKQPJD-ODKJCKIQSA-N	DQDBCHHEIKQPJD-ODKJCKIQSA-N	CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)O	GFP	10	0.949029991272117	0.456629066426194
FPOBKZCHKXONBB-UHFFFAOYSA-N	FPOBKZCHKXONBB-UHFFFAOYSA-N	NC(=O)N(O)CC1=Cc2cc(Oc3ccccc3)ccc2OC1	GFP	10	1.35747843066504	1.26175819277925
NNRSVGLUJAPMQD-UHFFFAOYSA-N	NNRSVGLUJAPMQD-UHFFFAOYSA-N	N=C(N)Nc1ccc(Cl)c(Cl)c1	GFP	10	0.483768915953739	0.265082961492307
LRFKWQGGENFBFO-LJQANCHMSA-N	LRFKWQGGENFBFO-LJQANCHMSA-N	CCCCCCCCc1ccc(CC[C@@](N)(CO)COP(=O)(O)O)cc1	GFP	10	0.89874391948252	-0.999561981015832
FJZKZLNJNRQYPS-TZMCWYRMSA-N	FJZKZLNJNRQYPS-TZMCWYRMSA-N	COc1ccc(I)c2c1C[C@@H]1[C@@H](C2)OCCN1C	GFP	10	-1.20193349164776	-1.67375079345919
TYNLGDBUJLVSMA-UHFFFAOYSA-N	TYNLGDBUJLVSMA-UHFFFAOYSA-N	CC(=O)Oc1cccc2c1C(=O)c1c(OC(C)=O)cc(C(=O)O)cc1C2=O	GFP	10	-0.941872110977596	-1.23290803373503
KSNUCNRMDYJBKT-UHFFFAOYSA-N	KSNUCNRMDYJBKT-UHFFFAOYSA-N	CC(=O)NCCCOc1ccc(C(=O)N2CCC(N3C(=O)CCc4ccccc43)CC2)cc1	GFP	10	-0.832374922718862	-0.684851327489162
MRAUNPAHJZDYCK-BYPYZUCNSA-N	MRAUNPAHJZDYCK-BYPYZUCNSA-N	N/C(=N\[N+](=O)[O-])NCCC[C@H](N)C(=O)O	GFP	10	0.847168214971212	-0.179875832203627
KAKPGJJRYRYSTP-UHFFFAOYSA-N	KAKPGJJRYRYSTP-UHFFFAOYSA-N	COc1cc(OC)cc(N2CCN(C(=O)Nc3nc4cc(F)ccc4nc3OC)CC2)c1	GFP	10	-0.90702985274203	5.1025149531646
MFFMDFFZMYYVKS-SECBINFHSA-N	MFFMDFFZMYYVKS-SECBINFHSA-N	N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F	GFP	10	0.847503880654677	-0.489837930428844
XBNSDTLFWKORGH-UHFFFAOYSA-N	XBNSDTLFWKORGH-UHFFFAOYSA-N	Cc1cc(NC(=O)CCNC(=O)Nc2nc(C)c(-c3ccc(-n4cccn4)cc3)s2)no1	GFP	10	1.27941948609282	0.783757076107497
MVSJKTQQXQNEHK-PXLXIMEGSA-N	MVSJKTQQXQNEHK-PXLXIMEGSA-N	Oc1ccc(/C=N/N(Cc2ccccc2)Cc2ccccc2)cc1	GFP	10	3.46584624674205	1.38477916789753
FIVPIPIDMRVLAY-RBJBARPLSA-N	FIVPIPIDMRVLAY-RBJBARPLSA-N	CN1C(=O)[C@]23CC4=CC=C[C@H](O)[C@H]4N2C(=O)[C@@]1(CO)SS3	GFP	10	-12.7276060992516	-15.8982636699682
XASXTBSHBDYHAT-JOCHJYFZSA-N	XASXTBSHBDYHAT-JOCHJYFZSA-N	Cc1ncccc1-c1c(Cl)sc2ccc(NC(=O)NCC(=O)NCCCN(C)[C@@H]3CCCN(c4ncnc5[nH]ccc45)C3)cc12	GFP	10	-1.86835251869679	-1.56172587745679
LNTHITQWFMADLM-UHFFFAOYSA-N	LNTHITQWFMADLM-UHFFFAOYSA-N	O=C(O)c1cc(O)c(O)c(O)c1	GFP	10	6.29108891813828	1.33548556770008
VZMLEMYJUIIHNF-QURGRASLSA-N	VZMLEMYJUIIHNF-QURGRASLSA-N	CCC(=O)Oc1ccc(/C(CC)=C(\CC)c2ccc(OC(=O)CC)cc2)cc1	GFP	10	8.85121125205559	-0.342931798616552
KNCYWVRUUBOHGE-RRFJBIMHSA-N	KNCYWVRUUBOHGE-RRFJBIMHSA-N	CNC(=O)[C@@H](NC(=O)[C@H](c1ccc(C)cc1)[C@H](CO)C(=O)NO)C(C)(C)C	GFP	10	1.75023372157951	0.90520790216275
GJJFMKBJSRMPLA-HIFRSBDPSA-N	GJJFMKBJSRMPLA-HIFRSBDPSA-N	CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN	GFP	10	1.20849000191003	0.675779992666933
HWPGRFRXZNLZEX-UHFFFAOYSA-N	HWPGRFRXZNLZEX-UHFFFAOYSA-N	Cc1cc(C(=O)N2Cc3cnn(C)c3Nc3ccccc32)ccc1CNC(=O)N1CCN(Cc2cc(O)cc(O)c2)CC1	GFP	10	-0.327291218189413	-0.438215082698489
KNBSYZNKEAWABY-UHFFFAOYSA-N	KNBSYZNKEAWABY-UHFFFAOYSA-N	O=C(O)CCc1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12	GFP	10	-0.652005080713981	-0.455774150513929
QGWHBHBJGPJINC-UHFFFAOYSA-N	QGWHBHBJGPJINC-UHFFFAOYSA-N	O=C(NC1CCCc2ccccc21)c1ccc2c(c1)OCO2	GFP	10	2.25403949726337	-0.0335414985437746
DFOVLSMXPWPCFH-UHFFFAOYSA-N	DFOVLSMXPWPCFH-UHFFFAOYSA-N	CCCC(=O)Nc1cccc(NC(=O)c2ccccc2Br)c1	GFP	10	-2.06524988771898	-0.938264812834465
KORNTPPJEAJQIU-KJXAQDMKSA-N	KORNTPPJEAJQIU-KJXAQDMKSA-N	C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21	GFP	10	-1.43854274728096	-0.0363823293919103
KJPHTXTWFHVJIG-UHFFFAOYSA-N	KJPHTXTWFHVJIG-UHFFFAOYSA-N	CCN(Cc1cccnc1)C(=O)CN(c1ccc(OC)nc1)S(=O)(=O)c1ccccc1C	GFP	10	-0.110867287701724	0.569190311373952
HIWUTKCNKODAMJ-UHFFFAOYSA-N	HIWUTKCNKODAMJ-UHFFFAOYSA-N	O=C(c1ccc(C(=O)N2CCC(N3CCCC3)CC2)cc1)N1CCC(N2CCCC2)CC1	GFP	10	-2.0452829421692	-2.19755935082092
WTQWDNIIFGEBSZ-WGBDABJCSA-N	WTQWDNIIFGEBSZ-WGBDABJCSA-N	C[C@H]1CCCC[C@H]2C(=O)C=C[C@H](O)[C@@H]2CC(=O)O1	GFP	10	-5.25816468600512	18.4820031183186
DYKFCLLONBREIL-KVUCHLLUSA-N	DYKFCLLONBREIL-KVUCHLLUSA-N	CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O	GFP	10	1.38472764389788	2.44109154714644
FBSFWRHWHYMIOG-UHFFFAOYSA-N	FBSFWRHWHYMIOG-UHFFFAOYSA-N	COC(=O)c1cc(O)c(O)c(O)c1	GFP	10	-0.0934417971638857	-2.94070164644772
IWUCXVSUMQZMFG-AFCXAGJDSA-N	IWUCXVSUMQZMFG-AFCXAGJDSA-N	NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1	GFP	10	-0.588883544738141	8.57604815293946
BBFVLRHCOLVFKU-UHFFFAOYSA-N	BBFVLRHCOLVFKU-UHFFFAOYSA-N	N#Cc1cnc(Nc2ccc(S(N)(=O)=O)cc2)nc1N	GFP	10	-3.58438178662555	-0.0385207640774234
ZKZXNDJNWUTGDK-NSCUHMNNSA-N	ZKZXNDJNWUTGDK-NSCUHMNNSA-N	O=S(=O)(NCCNC/C=C/c1ccc(Br)cc1)c1cccc2cnccc12	GFP	10	-1.88409705727284	-0.615551961621461
GYKLFBYWXZYSOW-UHFFFAOYSA-N	GYKLFBYWXZYSOW-UHFFFAOYSA-N	CCCC(=O)OCOC(=O)C(C)(C)C	GFP	10	-0.0925386341791083	-1.48031003733882
XNWDRALEEPGBHB-UHFFFAOYSA-N	XNWDRALEEPGBHB-UHFFFAOYSA-N	NC(=O)c1cc(-c2ccnc(NC3CCCCC3)c2)nc(N2CCNCC2)c1	GFP	10	-4.13991021907121	-3.04233405395906
PBJUNGYSMWLZLJ-UHFFFAOYSA-N	PBJUNGYSMWLZLJ-UHFFFAOYSA-N	CN(C)CCCn1c(=S)[nH]c2ccc(Cl)cc2c1=O	GFP	10	-0.871117898674046	-1.8586064692923
QUNXSQHPYBFZQN-UHFFFAOYSA-N	QUNXSQHPYBFZQN-UHFFFAOYSA-N	Cc1ccc(Nc2nnc(-c3ccc4nc(-c5c(Cl)cccc5Cl)[nH]c4c3)o2)cn1	GFP	10	-4.41299564122946	1.57529042167514
URATWWKSRAPWRM-UHFFFAOYSA-N	URATWWKSRAPWRM-UHFFFAOYSA-N	COCCN(C)c1cc2n(c(=O)n1)CCc1cc(OC)ccc1-2	GFP	10	0.369980489766005	-1.03974841165572
GVWNNKNAVOPJNV-UHFFFAOYSA-N	GVWNNKNAVOPJNV-UHFFFAOYSA-N	Cc1cc(C)cc(Nc2nccc(-c3nccs3)n2)c1	GFP	10	-0.269252457627856	-0.637845476086299
GKFPROVOIQKYTO-UZLBHIALSA-N	GKFPROVOIQKYTO-UZLBHIALSA-N	COC(=O)[C@H](CCSC)NC(=O)c1ccc(NC[C@@H](N)CS)cc1-c1ccccc1	GFP	10	0.124038171380483	-0.512645199724584
CLPFFLWZZBQMAO-CQSZACIVSA-N	CLPFFLWZZBQMAO-CQSZACIVSA-N	N#Cc1ccc([C@H]2CCCc3cncn32)cc1	GFP	10	0.45175450881771	1.47418528122499
JMSUDQYHPSNBSN-UHFFFAOYSA-N	JMSUDQYHPSNBSN-UHFFFAOYSA-N	O=C(CCN1CCN(C(=O)OCc2cc(Cl)cc(Cl)c2)CC1)c1ccc2[nH]c(=O)oc2c1	GFP	10	3.99198098099446	3.54891392707176
IYOZTVGMEWJPKR-IJLUTSLNSA-N	IYOZTVGMEWJPKR-IJLUTSLNSA-N	C[C@@H](N)[C@H]1CC[C@H](C(=O)Nc2ccncc2)CC1	GFP	10	-0.212116481885106	-0.0914307649335406
UVPYXZGUFFMABH-UHFFFAOYSA-N	UVPYXZGUFFMABH-UHFFFAOYSA-N	CNc1cc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)ccc1C	GFP	10	3.56597550595269	-7.11757806786006e-4
RZTAMFZIAATZDJ-UHFFFAOYSA-N	RZTAMFZIAATZDJ-UHFFFAOYSA-N	CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl	GFP	10	0.240345956604558	3.2648427139316
ZGSTVUAZFACDLH-GOSISDBHSA-N	ZGSTVUAZFACDLH-GOSISDBHSA-N	COc1ccc(S(=O)(=O)N(Cc2ccccc2)[C@@H](C(=O)NO)C(C)C)cc1	GFP	10	4.42744850547401	3.9925751754893
XVECNLUKQDKOST-UHFFFAOYSA-N	XVECNLUKQDKOST-UHFFFAOYSA-N	CCCS(=O)(=O)c1nc(NC2CC2)cc(-c2ccc3c(ccn3C3CC(C)(C)NC(C)(C)C3)c2)n1	GFP	10	-10.1753139549192	-17.3318727846177
NJZHEQOUHLZCOX-FTLRAWMYSA-N	NJZHEQOUHLZCOX-FTLRAWMYSA-N	Fc1cc(F)c2c(c1)[C@H]1C=CC[C@H]1C(c1cccnc1)N2	GFP	10	0.471669607836577	11.8204834953971
KQNZDYYTLMIZCT-KQPMLPITSA-N	KQNZDYYTLMIZCT-KQPMLPITSA-N	C[C@H]1CCC/C=C/[C@@H]2C[C@H](O)C[C@H]2[C@H](O)/C=C/C(=O)O1	GFP	10	-11.5545727183363	2.30714059669949
PHVGLTMQBUFIQQ-UHFFFAOYSA-N	PHVGLTMQBUFIQQ-UHFFFAOYSA-N	CNCCC=C1c2ccccc2CCc2ccccc21	GFP	10	-0.368737281962447	1.2638658160087901
YNXYTOJEFCKHEM-UHFFFAOYSA-N	YNXYTOJEFCKHEM-UHFFFAOYSA-N	COCCNC(=O)c1cccc(-c2cccc3cc(Cc4cc(F)cc(Cl)c4)sc23)c1	GFP	10	0.598394444746659	-0.0227772713835289
BNYDDAAZMBUFRG-ZDUSSCGKSA-N	BNYDDAAZMBUFRG-ZDUSSCGKSA-N	N[C@@H](CC(=O)Nc1ccc(Oc2cc(F)c(F)cc2Br)cc1)C(=O)O	GFP	10	2.09721045168142	-0.324034791447707
NBHPRWLFLUBAIE-UHFFFAOYSA-N	NBHPRWLFLUBAIE-UHFFFAOYSA-N	O=C(NCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1)c1ccc(F)cc1	GFP	10	-2.91847234690765	1.21860254525467
CDOZDBSBBXSXLB-UHFFFAOYSA-N	CDOZDBSBBXSXLB-UHFFFAOYSA-N	CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21	GFP	10	0.571568529250394	0.892699616963653
NENPYTRHICXVCS-YNEHKIRRSA-N	NENPYTRHICXVCS-YNEHKIRRSA-N		GFP	10	-0.400981606287732	0.168050823174341
CZTSOXCSVFEFIK-UHFFFAOYSA-N	CZTSOXCSVFEFIK-UHFFFAOYSA-N	Oc1c(Cc2ccccc2)ccc2ccccc12	GFP	10	-6.27519836899426	2.515313370191
HDACQVRGBOVJII-JBDAPHQKSA-N	HDACQVRGBOVJII-JBDAPHQKSA-N	CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21	GFP	10	-0.447507024877723	-0.203997859063433
DAZSWUUAFHBCGE-KRWDZBQOSA-N	DAZSWUUAFHBCGE-KRWDZBQOSA-N	CC(C)[C@H](NC(=O)CCc1ccccc1)C(=O)N1CCCC1	GFP	10	-0.0743694671433172	0.140338434808326
NSMRMZWAHUBRPG-UHFFFAOYSA-N	NSMRMZWAHUBRPG-UHFFFAOYSA-N	NC(=O)CCNc1cc(-c2ccnc(Nc3cccc(Cl)c3)n2)ccn1	GFP	10	-12.6455864868149	-16.1025165483383
CQXADFVORZEARL-UHFFFAOYSA-N	CQXADFVORZEARL-UHFFFAOYSA-N	C1COC(NC(C2CC2)C2CC2)=N1	GFP	10	-1.08814214260112	-0.0867903007298437
OMHZFEWYVFWVLI-UHFFFAOYSA-N	OMHZFEWYVFWVLI-UHFFFAOYSA-N	O=C1C(=Cc2cccnc2)C(=O)c2ccccc21	GFP	10	6.51769192589093	0.746711361379351
JQSJAVBMIMDUFO-UHFFFAOYSA-N	JQSJAVBMIMDUFO-UHFFFAOYSA-N	Clc1cc(Cl)cc(CNc2ncncc2-c2ccc3c(c2)OCO3)c1	GFP	10	5.42223101495431	1.3994901937077
WPTTVJLTNAWYAO-KPOXMGGZSA-N	WPTTVJLTNAWYAO-KPOXMGGZSA-N	COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@](C)(CC[C@H]4C(C)(C)C(=O)C(C#N)=C[C@]34C)[C@]1(C)CC2	GFP	10	-11.6142480530294	-14.6375426272192
