inchi_key	conc	cells	nuclei	prp	gfp
JFUAWXPBHXKZGA-IBGZPJMESA-N	20	GFP	456	-10.71190236	7.591787632
NRJSHVPDELFHKB-UHFFFAOYSA-N	20	GFP	617	-3.262538873	2.392144
OCBMECSFDVUYQN-ROUUACIJSA-N	20	GFP	856	-1.306983722	2.869305664
WJUNQSYQHHIVFX-UHFFFAOYSA-N	20	GFP	91	-1.244150353	-9.233120178
RQVLGMREYUFLPQ-UHFFFAOYSA-N	20	GFP	16	-12.86095177	-20.00368523
BZZYIHQWCXHSMZ-FMSKOOSDSA-N	20	GFP	353	0.529902187	-0.33166056
VOASEWXFCTZRDF-UHFFFAOYSA-N	20	GFP	101	-2.618362803	-8.878483218
KXSNSVDPSDYDHW-HXUWFJFHSA-N	20	GFP	795	7.479719589	3.374562694
CLGRAWDGLMENOD-UHFFFAOYSA-N	20	GFP	567	-9.571515914	-3.797889769
XYUYSDBKGVJSKN-UHFFFAOYSA-N	20	GFP	34	-13.64419177	-18.05552663
	NA	GFP	845	0.293449241	1.727033661
	NA	GFP	987	0.509430298	-12.96332202
NEQSWPCDHDQINX-MRXNPFEDSA-N	20	GFP	793	-2.720713064	7.976852921
TXZRKKQUOSAZKF-UHFFFAOYSA-N	20	GFP	938	-1.218952095	2.396515972
GXWKSXUPEFVUOO-UHFFFAOYSA-N	20	GFP	634	-8.634916752	-2.182042334
KLSRELDSEJWOAS-UHFFFAOYSA-N	20	GFP	760	-1.872277433	5.992509549
JFUAWXPBHXKZGA-IBGZPJMESA-N	20	GFP	483	-10.65765917	9.097042417
NRJSHVPDELFHKB-UHFFFAOYSA-N	20	GFP	699	-4.985468484	-0.097531053
OCBMECSFDVUYQN-ROUUACIJSA-N	20	GFP	930	-2.460054262	1.137621377
WJUNQSYQHHIVFX-UHFFFAOYSA-N	20	GFP	49	-10.41435906	-11.04353805
RQVLGMREYUFLPQ-UHFFFAOYSA-N	20	GFP	9	-13.01658123	-20.04218771
BZZYIHQWCXHSMZ-FMSKOOSDSA-N	20	GFP	719	6.046192408	2.319449811
VOASEWXFCTZRDF-UHFFFAOYSA-N	20	GFP	107	-3.834387723	-4.994507092
KXSNSVDPSDYDHW-HXUWFJFHSA-N	20	GFP	703	5.868576452	1.457487828
CLGRAWDGLMENOD-UHFFFAOYSA-N	20	GFP	543	-10.13393869	-2.160731216
XYUYSDBKGVJSKN-UHFFFAOYSA-N	20	GFP	40	-13.88201664	-18.32153789
	NA	GFP	920	0.711715989	0.357114023
	NA	GFP	1114	0.030824703	-13.73679753
NEQSWPCDHDQINX-MRXNPFEDSA-N	6.32	GFP	851	-1.603175467	3.698005513
TXZRKKQUOSAZKF-UHFFFAOYSA-N	6.32	GFP	994	1.551475043	4.119211671
GXWKSXUPEFVUOO-UHFFFAOYSA-N	6.32	GFP	907	-5.217990562	-0.842670259
KLSRELDSEJWOAS-UHFFFAOYSA-N	6.32	GFP	1038	2.873097872	6.036065623
JFUAWXPBHXKZGA-IBGZPJMESA-N	6.32	GFP	893	-7.909670795	-1.953309537
NRJSHVPDELFHKB-UHFFFAOYSA-N	6.32	GFP	708	0.364599164	-1.217276267
OCBMECSFDVUYQN-ROUUACIJSA-N	6.32	GFP	939	-1.731813605	-0.127458169
WJUNQSYQHHIVFX-UHFFFAOYSA-N	6.32	GFP	68	14.12044877	4.555680489
RQVLGMREYUFLPQ-UHFFFAOYSA-N	6.32	GFP	718	-2.207384058	-0.35902784
BZZYIHQWCXHSMZ-FMSKOOSDSA-N	6.32	GFP	852	4.929593728	1.36384756
VOASEWXFCTZRDF-UHFFFAOYSA-N	6.32	GFP	95	-4.939826614	-5.561550509
KXSNSVDPSDYDHW-HXUWFJFHSA-N	6.32	GFP	942	3.019542693	1.613342146
CLGRAWDGLMENOD-UHFFFAOYSA-N	6.32	GFP	847	-8.176337141	-2.548499177
XYUYSDBKGVJSKN-UHFFFAOYSA-N	6.32	GFP	609	-2.175887154	5.351317046
	NA	GFP	790	-8.82e-4	0.460408143
	NA	GFP	947	0.03082592	-14.47735921
NEQSWPCDHDQINX-MRXNPFEDSA-N	6.32	GFP	890	-0.429321856	4.070228232
TXZRKKQUOSAZKF-UHFFFAOYSA-N	6.32	GFP	876	-1.129845748	-0.841866681
GXWKSXUPEFVUOO-UHFFFAOYSA-N	6.32	GFP	887	-4.059659982	2.144787828
KLSRELDSEJWOAS-UHFFFAOYSA-N	6.32	GFP	980	1.536656049	7.930666357
JFUAWXPBHXKZGA-IBGZPJMESA-N	6.32	GFP	876	-6.935869617	-0.685784497
NRJSHVPDELFHKB-UHFFFAOYSA-N	6.32	GFP	658	0.140607749	-3.136419427
OCBMECSFDVUYQN-ROUUACIJSA-N	6.32	GFP	897	-0.562298817	1.398466415
WJUNQSYQHHIVFX-UHFFFAOYSA-N	6.32	GFP	90	-7.725643042	-8.452634873
RQVLGMREYUFLPQ-UHFFFAOYSA-N	6.32	GFP	576	-3.39524162	-4.454663335
BZZYIHQWCXHSMZ-FMSKOOSDSA-N	6.32	GFP	830	6.254777826	2.39521116
VOASEWXFCTZRDF-UHFFFAOYSA-N	6.32	GFP	77	3.979397076	3.791256051
KXSNSVDPSDYDHW-HXUWFJFHSA-N	6.32	GFP	728	1.904398055	-0.397852509
CLGRAWDGLMENOD-UHFFFAOYSA-N	6.32	GFP	811	-7.830159597	-3.473127948
XYUYSDBKGVJSKN-UHFFFAOYSA-N	6.32	GFP	584	-2.364578313	3.744342173
	NA	GFP	795	0.237984172	1.479717656
	NA	GFP	967	0.030827138	-14.06593594
NEQSWPCDHDQINX-MRXNPFEDSA-N	1.99712	GFP	889	-0.067072433	1.206452989
TXZRKKQUOSAZKF-UHFFFAOYSA-N	1.99712	GFP	837	0.800655898	-0.446007598
GXWKSXUPEFVUOO-UHFFFAOYSA-N	1.99712	GFP	891	-2.116670847	-0.417246087
KLSRELDSEJWOAS-UHFFFAOYSA-N	1.99712	GFP	877	-6.513352835	-1.94382499
JFUAWXPBHXKZGA-IBGZPJMESA-N	1.99712	GFP	915	-4.387003051	-1.353221868
NRJSHVPDELFHKB-UHFFFAOYSA-N	1.99712	GFP	656	2.275436849	-1.383920261
OCBMECSFDVUYQN-ROUUACIJSA-N	1.99712	GFP	936	1.124030321	1.531083331
WJUNQSYQHHIVFX-UHFFFAOYSA-N	1.99712	GFP	92	-3.324255231	-5.210540821
RQVLGMREYUFLPQ-UHFFFAOYSA-N	1.99712	GFP	801	1.617838951	-0.456854391
BZZYIHQWCXHSMZ-FMSKOOSDSA-N	1.99712	GFP	764	4.818085109	0.15388088
VOASEWXFCTZRDF-UHFFFAOYSA-N	1.99712	GFP	281	-6.7271777760000004	-1.617490545
KXSNSVDPSDYDHW-HXUWFJFHSA-N	1.99712	GFP	844	-0.80668478	-2.052283723
CLGRAWDGLMENOD-UHFFFAOYSA-N	1.99712	GFP	982	-8.281288399	-1.372980337
XYUYSDBKGVJSKN-UHFFFAOYSA-N	1.99712	GFP	659	0.160931833	0.164489486
	NA	GFP	717	8.82e-4	0.389304607
	NA	GFP	962	-0.128709684	-14.20581964
NEQSWPCDHDQINX-MRXNPFEDSA-N	1.99712	GFP	877	1.247960249	-0.059190002
TXZRKKQUOSAZKF-UHFFFAOYSA-N	1.99712	GFP	841	2.250764124	2.45398959
GXWKSXUPEFVUOO-UHFFFAOYSA-N	1.99712	GFP	931	-2.567610085	-0.355586252
KLSRELDSEJWOAS-UHFFFAOYSA-N	1.99712	GFP	991	-5.157568089	0.223715922
JFUAWXPBHXKZGA-IBGZPJMESA-N	1.99712	GFP	1041	-4.092865921	-1.784459902
NRJSHVPDELFHKB-UHFFFAOYSA-N	1.99712	GFP	751	4.491766502	-1.412260816
OCBMECSFDVUYQN-ROUUACIJSA-N	1.99712	GFP	816	-0.426109431	0.529451832
WJUNQSYQHHIVFX-UHFFFAOYSA-N	1.99712	GFP	80	-1.271578184	-1.405103891
RQVLGMREYUFLPQ-UHFFFAOYSA-N	1.99712	GFP	783	-1.036570969	-3.231018005
BZZYIHQWCXHSMZ-FMSKOOSDSA-N	1.99712	GFP	799	2.355596941	1.113981067
VOASEWXFCTZRDF-UHFFFAOYSA-N	1.99712	GFP	282	-8.400179299	-3.722343754
KXSNSVDPSDYDHW-HXUWFJFHSA-N	1.99712	GFP	742	0.5701579	0.441046558
CLGRAWDGLMENOD-UHFFFAOYSA-N	1.99712	GFP	1050	-8.396537114	-4.189806849
XYUYSDBKGVJSKN-UHFFFAOYSA-N	1.99712	GFP	664	0.386933221	1.18202607
	NA	GFP	834	1.37014462	1.206990518
	NA	GFP	908	0.19035909	-14.06593594
NEQSWPCDHDQINX-MRXNPFEDSA-N	0.63108992	GFP	852	-0.941675019	-1.170890349
TXZRKKQUOSAZKF-UHFFFAOYSA-N	0.63108992	GFP	859	-0.276376018	-0.195066352
GXWKSXUPEFVUOO-UHFFFAOYSA-N	0.63108992	GFP	934	0.263095068	-1.033348953
KLSRELDSEJWOAS-UHFFFAOYSA-N	0.63108992	GFP	1093	-4.759337242	-0.273007918
JFUAWXPBHXKZGA-IBGZPJMESA-N	0.63108992	GFP	854	-3.342343193	0.989831205
NRJSHVPDELFHKB-UHFFFAOYSA-N	0.63108992	GFP	764	2.358558875	-0.198607818
OCBMECSFDVUYQN-ROUUACIJSA-N	0.63108992	GFP	826	-1.826846023	-2.663926487
WJUNQSYQHHIVFX-UHFFFAOYSA-N	0.63108992	GFP	565	-6.871786077	-3.342945921
RQVLGMREYUFLPQ-UHFFFAOYSA-N	0.63108992	GFP	810	-1.615796147	-2.726792499
BZZYIHQWCXHSMZ-FMSKOOSDSA-N	0.63108992	GFP	812	0.403985223	-1.391214842
VOASEWXFCTZRDF-UHFFFAOYSA-N	0.63108992	GFP	672	-5.403863432	-1.194542943
KXSNSVDPSDYDHW-HXUWFJFHSA-N	0.63108992	GFP	776	-0.724879586	-1.436644179
CLGRAWDGLMENOD-UHFFFAOYSA-N	0.63108992	GFP	931	-2.416222089	-1.598174706
XYUYSDBKGVJSKN-UHFFFAOYSA-N	0.63108992	GFP	733	-0.318911173	1.50177454
	NA	GFP	711	1.003923863	-0.154429794
	NA	GFP	1009	0.030824703	-13.55577115
NEQSWPCDHDQINX-MRXNPFEDSA-N	0.63108992	GFP	825	2.307461486	0.269858429
TXZRKKQUOSAZKF-UHFFFAOYSA-N	0.63108992	GFP	873	-0.705566004	0.290324777
GXWKSXUPEFVUOO-UHFFFAOYSA-N	0.63108992	GFP	827	-0.073600897	-1.008228682
KLSRELDSEJWOAS-UHFFFAOYSA-N	0.63108992	GFP	1063	-3.716928807	-0.210476983
JFUAWXPBHXKZGA-IBGZPJMESA-N	0.63108992	GFP	860	-3.811515469	-2.387260002
NRJSHVPDELFHKB-UHFFFAOYSA-N	0.63108992	GFP	713	3.130672401	0.194678798
OCBMECSFDVUYQN-ROUUACIJSA-N	0.63108992	GFP	857	1.105380354	-0.088154571
WJUNQSYQHHIVFX-UHFFFAOYSA-N	0.63108992	GFP	624	-5.08841146	1.2080336
RQVLGMREYUFLPQ-UHFFFAOYSA-N	0.63108992	GFP	837	1.247274824	-0.923822332
BZZYIHQWCXHSMZ-FMSKOOSDSA-N	0.63108992	GFP	823	2.254795853	0.988508452
VOASEWXFCTZRDF-UHFFFAOYSA-N	0.63108992	GFP	632	-3.69782755	-0.621104996
KXSNSVDPSDYDHW-HXUWFJFHSA-N	0.63108992	GFP	846	1.231356492	0.186959415
CLGRAWDGLMENOD-UHFFFAOYSA-N	0.63108992	GFP	889	-1.969907839	-0.733447567
XYUYSDBKGVJSKN-UHFFFAOYSA-N	0.63108992	GFP	709	0.607570745	0.798552032
	NA	GFP	709	-0.291722224	0.643772754
	NA	GFP	1011	1.466636619	-14.04947927
NEQSWPCDHDQINX-MRXNPFEDSA-N	0.199424415	GFP	347	-7.188536626	-17.46640586
TXZRKKQUOSAZKF-UHFFFAOYSA-N	0.199424415	GFP	976	1.08958844	2.925121582
GXWKSXUPEFVUOO-UHFFFAOYSA-N	0.199424415	GFP	928	0.65351333	1.704649817
KLSRELDSEJWOAS-UHFFFAOYSA-N	0.199424415	GFP	1032	-0.601248019	3.111421424
JFUAWXPBHXKZGA-IBGZPJMESA-N	0.199424415	GFP	1014	-3.840232972	-0.419848776
NRJSHVPDELFHKB-UHFFFAOYSA-N	0.199424415	GFP	858	1.057765037	-0.804251046
OCBMECSFDVUYQN-ROUUACIJSA-N	0.199424415	GFP	889	2.990424383	0.184942045
WJUNQSYQHHIVFX-UHFFFAOYSA-N	0.199424415	GFP	956	-0.782981627	2.789332543
RQVLGMREYUFLPQ-UHFFFAOYSA-N	0.199424415	GFP	880	0.60827748	-0.585720561
BZZYIHQWCXHSMZ-FMSKOOSDSA-N	0.199424415	GFP	815	0.164324719	1.026807246
VOASEWXFCTZRDF-UHFFFAOYSA-N	0.199424415	GFP	845	-2.811364092	-0.42060393
KXSNSVDPSDYDHW-HXUWFJFHSA-N	0.199424415	GFP	970	0.047684465	1.98101666
CLGRAWDGLMENOD-UHFFFAOYSA-N	0.199424415	GFP	908	-1.643783145	-1.343211145
XYUYSDBKGVJSKN-UHFFFAOYSA-N	0.199424415	GFP	764	0.365643996	0.505010206
	NA	GFP	824	-1.405895422	-0.823576497
	NA	GFP	993	-1.085916005	-13.85199623
NEQSWPCDHDQINX-MRXNPFEDSA-N	0.199424415	GFP	810	-0.239179482	-1.589740413
TXZRKKQUOSAZKF-UHFFFAOYSA-N	0.199424415	GFP	942	1.556954354	-0.153665052
GXWKSXUPEFVUOO-UHFFFAOYSA-N	0.199424415	GFP	961	0.124563956	1.14543626
KLSRELDSEJWOAS-UHFFFAOYSA-N	0.199424415	GFP	947	-1.48700256	0.774568509
JFUAWXPBHXKZGA-IBGZPJMESA-N	0.199424415	GFP	1074	-1.601973066	1.365628606
NRJSHVPDELFHKB-UHFFFAOYSA-N	0.199424415	GFP	843	2.777648086	1.445704659
OCBMECSFDVUYQN-ROUUACIJSA-N	0.199424415	GFP	863	0.47834776	-0.707478599
WJUNQSYQHHIVFX-UHFFFAOYSA-N	0.199424415	GFP	800	-1.105875708	0.417233143
RQVLGMREYUFLPQ-UHFFFAOYSA-N	0.199424415	GFP	800	-0.436714825	0.088965502
BZZYIHQWCXHSMZ-FMSKOOSDSA-N	0.199424415	GFP	767	0.232158976	-1.229531317
VOASEWXFCTZRDF-UHFFFAOYSA-N	0.199424415	GFP	760	-1.599428383	-1.107936942
KXSNSVDPSDYDHW-HXUWFJFHSA-N	0.199424415	GFP	877	0.537967757	1.97180265
CLGRAWDGLMENOD-UHFFFAOYSA-N	0.199424415	GFP	891	-0.846284177	0.150308876
XYUYSDBKGVJSKN-UHFFFAOYSA-N	0.199424415	GFP	734	1.074503951	1.380090332
	NA	GFP	768	-0.447802372	0.006200486
	NA	GFP	1140	-0.248359256	-13.98365159
NEQSWPCDHDQINX-MRXNPFEDSA-N	0.063018115	GFP	795	-1.16070882	-1.615322418
TXZRKKQUOSAZKF-UHFFFAOYSA-N	0.063018115	GFP	817	-0.528333771	0.708140349
GXWKSXUPEFVUOO-UHFFFAOYSA-N	0.063018115	GFP	839	-1.166454949	0.460022073
KLSRELDSEJWOAS-UHFFFAOYSA-N	0.063018115	GFP	973	0.356884423	1.491119707
JFUAWXPBHXKZGA-IBGZPJMESA-N	0.063018115	GFP	949	-4.146098666	-1.096244676
NRJSHVPDELFHKB-UHFFFAOYSA-N	0.063018115	GFP	988	1.362209478	0.23948061
OCBMECSFDVUYQN-ROUUACIJSA-N	0.063018115	GFP	930	1.190135825	2.099670252
WJUNQSYQHHIVFX-UHFFFAOYSA-N	0.063018115	GFP	839	0.68043997	-0.431232611
RQVLGMREYUFLPQ-UHFFFAOYSA-N	0.063018115	GFP	771	-0.817321306	-2.233869723
BZZYIHQWCXHSMZ-FMSKOOSDSA-N	0.063018115	GFP	791	-0.468551345	0.692212388
VOASEWXFCTZRDF-UHFFFAOYSA-N	0.063018115	GFP	719	-0.12036376	1.496747514
KXSNSVDPSDYDHW-HXUWFJFHSA-N	0.063018115	GFP	818	-0.109518628	1.296553377
CLGRAWDGLMENOD-UHFFFAOYSA-N	0.063018115	GFP	742	-0.037695983	-2.238702165
XYUYSDBKGVJSKN-UHFFFAOYSA-N	0.063018115	GFP	722	0.597510004	0.500383741
	NA	GFP	697	-0.755507375	-0.159995189
	NA	GFP	1098	0.549311461	-13.84376764
NEQSWPCDHDQINX-MRXNPFEDSA-N	0.063018115	GFP	819	0.350356027	1.289086383
TXZRKKQUOSAZKF-UHFFFAOYSA-N	0.063018115	GFP	864	1.466612562	-1.010934609
GXWKSXUPEFVUOO-UHFFFAOYSA-N	0.063018115	GFP	813	-0.012479378	0.72135774
KLSRELDSEJWOAS-UHFFFAOYSA-N	0.063018115	GFP	834	-1.897216289	-0.575129981
JFUAWXPBHXKZGA-IBGZPJMESA-N	0.063018115	GFP	965	-2.327125765	0.619044268
NRJSHVPDELFHKB-UHFFFAOYSA-N	0.063018115	GFP	814	-1.022268813	-2.406549933
OCBMECSFDVUYQN-ROUUACIJSA-N	0.063018115	GFP	799	-0.814088284	-1.422486626
WJUNQSYQHHIVFX-UHFFFAOYSA-N	0.063018115	GFP	842	0.305566364	-0.837243408
RQVLGMREYUFLPQ-UHFFFAOYSA-N	0.063018115	GFP	681	0.937672305	-0.026644329
BZZYIHQWCXHSMZ-FMSKOOSDSA-N	0.063018115	GFP	842	-1.032723014	-1.447731809
VOASEWXFCTZRDF-UHFFFAOYSA-N	0.063018115	GFP	872	-0.183948255	0.019933819
KXSNSVDPSDYDHW-HXUWFJFHSA-N	0.063018115	GFP	775	0.162679985	-0.619418791
CLGRAWDGLMENOD-UHFFFAOYSA-N	0.063018115	GFP	731	-0.153887293	0.117897815
XYUYSDBKGVJSKN-UHFFFAOYSA-N	0.063018115	GFP	694	-0.008930951	-0.087077513
	NA	GFP	797	-0.241267823	-0.006200486
	NA	GFP	965	-0.128709684	-13.25954709
NEQSWPCDHDQINX-MRXNPFEDSA-N	0.019913724	GFP	949	1.356151358	-0.572836151
TXZRKKQUOSAZKF-UHFFFAOYSA-N	0.019913724	GFP	939	2.807847657	3.382063088
GXWKSXUPEFVUOO-UHFFFAOYSA-N	0.019913724	GFP	848	1.369400132	-1.597310141
KLSRELDSEJWOAS-UHFFFAOYSA-N	0.019913724	GFP	966	1.63429615	3.139417139
JFUAWXPBHXKZGA-IBGZPJMESA-N	0.019913724	GFP	893	-1.357665175	0.314042604
NRJSHVPDELFHKB-UHFFFAOYSA-N	0.019913724	GFP	862	1.539555714	0.543346297
OCBMECSFDVUYQN-ROUUACIJSA-N	0.019913724	GFP	792	1.448082691	0.157001408
WJUNQSYQHHIVFX-UHFFFAOYSA-N	0.019913724	GFP	811	1.316301556	-1.487013852
RQVLGMREYUFLPQ-UHFFFAOYSA-N	0.019913724	GFP	793	0.237173578	0.784683405
BZZYIHQWCXHSMZ-FMSKOOSDSA-N	0.019913724	GFP	902	0.641246056	0.460816084
VOASEWXFCTZRDF-UHFFFAOYSA-N	0.019913724	GFP	812	0.946764036	2.615212498
KXSNSVDPSDYDHW-HXUWFJFHSA-N	0.019913724	GFP	869	-0.017969221	-1.30627395
CLGRAWDGLMENOD-UHFFFAOYSA-N	0.019913724	GFP	862	-0.694901534	0.066067884
XYUYSDBKGVJSKN-UHFFFAOYSA-N	0.019913724	GFP	882	1.667622965	1.533083759
	NA	GFP	836	1.427776985	1.610750595
	NA	GFP	988	1.147566628	-13.68742652
NEQSWPCDHDQINX-MRXNPFEDSA-N	0.019913724	GFP	868	0.554026329	-1.954036763
TXZRKKQUOSAZKF-UHFFFAOYSA-N	0.019913724	GFP	878	0.915148563	1.227232452
GXWKSXUPEFVUOO-UHFFFAOYSA-N	0.019913724	GFP	1004	3.873005066	1.719275438
KLSRELDSEJWOAS-UHFFFAOYSA-N	0.019913724	GFP	918	-0.063984525	-0.376661282
JFUAWXPBHXKZGA-IBGZPJMESA-N	0.019913724	GFP	1010	-1.664293666	-0.457499713
NRJSHVPDELFHKB-UHFFFAOYSA-N	0.019913724	GFP	952	1.40260511	0.490831083
OCBMECSFDVUYQN-ROUUACIJSA-N	0.019913724	GFP	889	1.956994956	1.762792458
WJUNQSYQHHIVFX-UHFFFAOYSA-N	0.019913724	GFP	835	1.356664621	1.796267115
RQVLGMREYUFLPQ-UHFFFAOYSA-N	0.019913724	GFP	900	1.424015743	1.630405454
BZZYIHQWCXHSMZ-FMSKOOSDSA-N	0.019913724	GFP	757	-0.125266878	-0.809815873
VOASEWXFCTZRDF-UHFFFAOYSA-N	0.019913724	GFP	786	1.62153677	1.85146758
KXSNSVDPSDYDHW-HXUWFJFHSA-N	0.019913724	GFP	861	1.48575745	0.981724305
CLGRAWDGLMENOD-UHFFFAOYSA-N	0.019913724	GFP	891	1.391755888	0.342376093
XYUYSDBKGVJSKN-UHFFFAOYSA-N	0.019913724	GFP	716	0.860572919	-0.014175313
	NA	GFP	871	2.191474383	0.995686908
	NA	GFP	1052	0.908263831	-13.72034086
NEQSWPCDHDQINX-MRXNPFEDSA-N	0.006292737	GFP	866	1.188077161	1.586141921
TXZRKKQUOSAZKF-UHFFFAOYSA-N	0.006292737	GFP	806	0.546868035	-1.012387365
GXWKSXUPEFVUOO-UHFFFAOYSA-N	0.006292737	GFP	884	1.05357329	0.191309768
KLSRELDSEJWOAS-UHFFFAOYSA-N	0.006292737	GFP	853	-0.059842407	-0.025401285
JFUAWXPBHXKZGA-IBGZPJMESA-N	0.006292737	GFP	748	-1.599650719	0.088566665
NRJSHVPDELFHKB-UHFFFAOYSA-N	0.006292737	GFP	798	-0.263926133	-0.004642178
OCBMECSFDVUYQN-ROUUACIJSA-N	0.006292737	GFP	853	0.914850412	-0.725950469
WJUNQSYQHHIVFX-UHFFFAOYSA-N	0.006292737	GFP	903	0.304148748	0.879626971
RQVLGMREYUFLPQ-UHFFFAOYSA-N	0.006292737	GFP	816	0.385711962	0.287374926
BZZYIHQWCXHSMZ-FMSKOOSDSA-N	0.006292737	GFP	823	-0.034155479	-1.099106604
VOASEWXFCTZRDF-UHFFFAOYSA-N	0.006292737	GFP	818	-0.926624146	0.171738419
KXSNSVDPSDYDHW-HXUWFJFHSA-N	0.006292737	GFP	899	1.027962169	1.744911415
CLGRAWDGLMENOD-UHFFFAOYSA-N	0.006292737	GFP	745	0.623489869	0.400234725
XYUYSDBKGVJSKN-UHFFFAOYSA-N	0.006292737	GFP	808	0.301442343	0.124084156
	NA	GFP	811	0.308742909	0.312106035
	NA	GFP	728	-0.471908853	-11.51877248
NEQSWPCDHDQINX-MRXNPFEDSA-N	0.006292737	GFP	699	0.041245239	-2.100214597
TXZRKKQUOSAZKF-UHFFFAOYSA-N	0.006292737	GFP	798	0.279403167	0.172226435
GXWKSXUPEFVUOO-UHFFFAOYSA-N	0.006292737	GFP	907	-2.047176612	0.075678069
KLSRELDSEJWOAS-UHFFFAOYSA-N	0.006292737	GFP	758	-1.312194184	-0.770791836
JFUAWXPBHXKZGA-IBGZPJMESA-N	0.006292737	GFP	756	-0.7926363	-0.361382872
NRJSHVPDELFHKB-UHFFFAOYSA-N	0.006292737	GFP	834	1.298677746	0.645417829
OCBMECSFDVUYQN-ROUUACIJSA-N	0.006292737	GFP	758	-1.157090003	-0.124162727
WJUNQSYQHHIVFX-UHFFFAOYSA-N	0.006292737	GFP	826	-2.442341431	-2.66031717
RQVLGMREYUFLPQ-UHFFFAOYSA-N	0.006292737	GFP	764	-1.167229218	-0.324769542
BZZYIHQWCXHSMZ-FMSKOOSDSA-N	0.006292737	GFP	747	-2.966365688	-2.516625016
VOASEWXFCTZRDF-UHFFFAOYSA-N	0.006292737	GFP	789	-1.328442644	0.019062362
KXSNSVDPSDYDHW-HXUWFJFHSA-N	0.006292737	GFP	789	0.626216623	2.473940892
CLGRAWDGLMENOD-UHFFFAOYSA-N	0.006292737	GFP	866	-0.425798422	0.598184931
XYUYSDBKGVJSKN-UHFFFAOYSA-N	0.006292737	GFP	758	0.169186224	0.950362665
	NA	GFP	828	-0.537330959	-0.810867736
	NA	GFP	985	0.661349122	-11.96299124
FUPKFFJNRCYVCY-AREMUKBSSA-N	20	GFP	388	-4.113262028	0.561673125
UZIATSFXNVOVFE-OAHLLOKOSA-N	20	GFP	230	3.628715237	-7.146521288
LAYAEBGGDTWXAZ-RUZDIDTESA-N	20	GFP	302	-5.592252129	-3.02285742
BSQHKYLMKDAHEX-GOSISDBHSA-N	20	GFP	444	-2.469475393	-1.578859777
XBJHBEQDHSREQB-QHCPKHFHSA-N	20	GFP	297	-5.472045533	0.119121096
TZUYDLKHNQUNKS-UHFFFAOYSA-N	20	GFP	411	-5.152649774	1.193900827
GGPZCOONYBPZEW-UHFFFAOYSA-N	20	GFP	464	-2.812956862	2.923694058
SXHHURZUIGDYAR-QGZVFWFLSA-N	20	GFP	80	-5.695575778	-16.32242144
KASDHRXLYQOAKZ-XDSKOBMDSA-N	20	GFP	465	-2.306341022	0.109165142
YZRLVRHBPHBXFV-KYJUHHDHSA-N	20	GFP	593	-3.299290545	0.686053927
ULFUJLFTRWWLPO-UHFFFAOYSA-N	20	GFP	322	-2.459350549	-0.226031752
ZCMFEWUYBFMLIN-UHFFFAOYSA-N	20	GFP	639	-0.373485858	2.328659123
RQFYFNAGNBUGFC-UHFFFAOYSA-N	20	GFP	987	-0.68577899	-2.261852088
GNKXHXKTZQAERZ-UHFFFAOYSA-N	20	GFP	613	-3.998074064	-3.034303394
JDEAFXJUIKOFAH-UHFFFAOYSA-N	20	GFP	206	-8.245108181	-6.622990697
	NA	GFP	626	-0.936786156	-0.597821172
FUPKFFJNRCYVCY-AREMUKBSSA-N	20	GFP	492	-5.402741278	5.188220325
UZIATSFXNVOVFE-OAHLLOKOSA-N	20	GFP	261	4.415213273	-7.843221391
LAYAEBGGDTWXAZ-RUZDIDTESA-N	20	GFP	314	-7.222043389	-3.146780284
BSQHKYLMKDAHEX-GOSISDBHSA-N	20	GFP	487	-4.450806541	-1.857680805
XBJHBEQDHSREQB-QHCPKHFHSA-N	20	GFP	272	-7.107854878	-4.966259574
TZUYDLKHNQUNKS-UHFFFAOYSA-N	20	GFP	416	-6.641009454	1.269222271
GGPZCOONYBPZEW-UHFFFAOYSA-N	20	GFP	497	-4.711586089	-2.651706401
SXHHURZUIGDYAR-QGZVFWFLSA-N	20	GFP	160	-7.161174423	-16.87898279
KASDHRXLYQOAKZ-XDSKOBMDSA-N	20	GFP	410	-4.305483031	-3.669859154
YZRLVRHBPHBXFV-KYJUHHDHSA-N	20	GFP	600	-4.624820943	1.614611611
ULFUJLFTRWWLPO-UHFFFAOYSA-N	20	GFP	310	-4.190811236	-1.654584936
ZCMFEWUYBFMLIN-UHFFFAOYSA-N	20	GFP	656	-2.692351575	1.176262951
RQFYFNAGNBUGFC-UHFFFAOYSA-N	20	GFP	886	-2.467858511	-1.802710522
GNKXHXKTZQAERZ-UHFFFAOYSA-N	20	GFP	722	-5.849649975	-0.670621344
JDEAFXJUIKOFAH-UHFFFAOYSA-N	20	GFP	249	-9.359191063	-3.480710801
	NA	GFP	633	0.056099286	0.594423008
FUPKFFJNRCYVCY-AREMUKBSSA-N	6.32	GFP	675	-4.982788752	-1.237188971
UZIATSFXNVOVFE-OAHLLOKOSA-N	6.32	GFP	474	1.069409673	-6.232034309
LAYAEBGGDTWXAZ-RUZDIDTESA-N	6.32	GFP	722	-6.572229115	2.905656896
BSQHKYLMKDAHEX-GOSISDBHSA-N	6.32	GFP	670	-3.964991878	0.625453588
XBJHBEQDHSREQB-QHCPKHFHSA-N	6.32	GFP	793	-6.44217955	0.131372849
TZUYDLKHNQUNKS-UHFFFAOYSA-N	6.32	GFP	481	-2.625945025	2.784361595
