Barcode,multiplexed_barcode,hcse_plate_id,Row,Column,well_type,inchi_key,solution_name,plate_name,concentration,units,GFP.PrP.count_value,GFP.PrP.count_ratio_value,GFP.PrPko.count_value,GFP.PrPko.count_ratio_value,GFPko.PrP.count_value,GFPko.PrP.count_ratio_value,GFPko.PrPko.count_value,GFPko.PrPko.count_ratio_value,Membrane_Intensity_MedianIntensity_CorrPrP.Category1_unclassified.median_value,Membrane_Intensity_MedianIntensity_CorrPrP.GFP.PrP.median_value,Membrane_Intensity_MedianIntensity_CorrPrP.GFP.PrPko.median_value,Membrane_Intensity_MedianIntensity_CorrPrP.GFPko.PrP.median_value,Membrane_Intensity_MedianIntensity_CorrPrP.GFPko.PrPko.median_value,Membrane_Intensity_MedianIntensity_GFP.Category1_unclassified.median_value,Membrane_Intensity_MedianIntensity_GFP.GFP.PrP.median_value,Membrane_Intensity_MedianIntensity_GFP.GFP.PrPko.median_value,Membrane_Intensity_MedianIntensity_GFP.GFPko.PrP.median_value,Membrane_Intensity_MedianIntensity_GFP.GFPko.PrPko.median_value,total.count_value
VH97007019,,35979,1,34,SA,ZCMFEWUYBFMLIN-UHFFFAOYSA-N,SOL1246B0CF,AEOS01138800,20.0 ,uM ,4.206563966328321,2.7350993357125604,0.4725916168213925,0.4264704351536697,0.5273537073352841,0.3574426592577549,-0.119351210662968,-0.2177314848027022,0.4579817697805865,-0.39827665511314003,,-0.5435390711799232,,0.2891938983376638,3.6618792710592554,,0.5034192398625165,,844.0
VH97007019,,35979,1,37,SA,RQFYFNAGNBUGFC-UHFFFAOYSA-N,SOL1245ECB2,AEOS01138800,20.0 ,uM ,2.443819825118332,0.2560757127104551,0.2913862472232361,0.27311090448451714,4.182718892873144,5.583785727238062,-0.2747972123889192,-0.3895733465445307,4.7204546581000635,5.386151429686646,,1.859874124512332,,0.6994061120904455,-6.895888775788597,,0.24907675397877646,,800.0
VH97007019,,35979,1,40,SA,GNKXHXKTZQAERZ-UHFFFAOYSA-N,SOL1240A932,AEOS01138800,20.0 ,uM ,0.04750307543834101,-0.03744506841417689,0.051995753909173804,0.05713022202699051,1.8273844028123718,5.056308335221729,-0.4625878482987307,-0.5965437822517501,-0.7334749150237017,-1.10276126337696,,-1.8944571812021804,,-0.17874545990821367,0.1859120930993668,,-1.4379125919871507,,634.0
VH97007019,,35979,1,43,SA,JDEAFXJUIKOFAH-UHFFFAOYSA-N,SOL121310DD,AEOS01138800,20.0 ,uM ,-0.31866739915581704,-1.568759798157725,-0.06132593374459967,-0.003665581217664812,2.793697759190467,7.353915531077786,-0.18426863366565238,-0.16334381340576834,1.230057737159269,-0.0658625524661671,2.4426885014792306,0.30248741043796523,-0.1826988922406371,-0.6445302145133394,-5.5094773952261,-6.1319972665966995,-0.5934919896348854,0.9640899026485437,666.0
VH97007019,,35979,1,46,SA,,,AEOS01138800,,,3.3341507671406667,-0.09028357617534533,-0.41752998714806083,-0.4312208052279026,1.9547972296598835,2.8763171403734913,-0.4217381054461571,-0.6233062555987984,-0.6759556431168993,8.952571857128946,3.8862122341154848,3.0062823941062984,-0.13226803795785563,-0.48228482109186266,-1.1798973604662273,3.325954203960296,0.6309516593658459,-1.432615430964758,910.0
VH97007019,,35979,2,1,SA,FUPKFFJNRCYVCY-AREMUKBSSA-N,SOL124084D1,AEOS01138800,20.0 ,uM ,0.8129283547156531,2.303078552050701,0.8892901408232081,1.1362707418454958,-0.4093870917868648,-0.7641178207508141,-0.12921880655472895,-0.3152478922749337,,-0.9980487556364932,,,,,0.18384578381820246,,,,461.0
VH97007019,,35979,2,4,SA,UZIATSFXNVOVFE-OAHLLOKOSA-N,SOL1250AD10,AEOS01138800,20.0 ,uM ,-0.7734871737172289,3.134138591920631,0.23398759544551342,0.44192547751475664,-0.42904820387192927,-0.6710102404626932,-0.2783585312751834,-0.4196279241692366,,-0.6981543321851379,,,,,-10.975162645033139,,,,334.0
VH97007019,,35979,2,7,SA,LAYAEBGGDTWXAZ-RUZDIDTESA-N,SOL1245EA73,AEOS01138800,20.0 ,uM ,-2.037337595514856,3.914264410333322,-0.2753712290534646,-0.14235158243104937,-0.4082049274967529,-0.591052967632709,-0.39180603834353633,-0.49446206880841415,,-5.644691547272981,,,,,-6.874188501053418,,,,239.0
VH97007019,,35979,2,10,SA,BSQHKYLMKDAHEX-GOSISDBHSA-N,SOL12484868,AEOS01138800,20.0 ,uM ,1.658401971312873,4.444087137138441,-0.6126037775785317,-0.5739565377347076,-0.3407649759023449,-0.5000831433144387,-0.4414873637007127,-0.5204300225106838,,1.813783003222349,,,,,-3.253730156437733,,,,473.0
VH97007019,,35979,2,13,SA,XBJHBEQDHSREQB-QHCPKHFHSA-N,SOL1247F40D,AEOS01138800,20.0 ,uM ,-1.176215413680324,4.785489857595902,-0.7442397661371393,-0.8263549164081179,-0.192692628727284,-0.3618339784295962,-0.40238777729080366,-0.48110685443577733,,-6.906544953547684,,,,,-4.083903129327643,,,,296.0
VH97007019,,35979,2,16,SA,TZUYDLKHNQUNKS-UHFFFAOYSA-N,SOL124D34D6,AEOS01138800,20.0 ,uM ,1.0831274661833736,4.961658010158715,-0.789953686918213,-0.959396589499215,-0.07163231982186152,-0.25665253999273546,-0.34712514805833217,-0.4335263869144059,,-7.574474419369565,,,,,-7.1653719065894235,,,,457.0
