WellsConcentration,inchi_key,single-cell hit for GFP,non-tox? for GFP,GFP.PrPko.count_ratio for GFP,membrane PrP-/GFP+ hit for GFP,membrane PrP,membrane GFP,cyto PrP,cyto GFP,smiles,cas_number,moa,gene_symbols[1],chembl_ids[1],pubchem_ids[1],SSEC PubChem CIDs annotation SSEC_set,PubChem CID,NSN-number,venn_cat_71767115,venn_x_coord_71767115,venn_y_coord_71767115,venn_cat_1791869146,venn_x_coord_1791869146,venn_y_coord_1791869146
1,ZWUKNHQASDKHCT-LLVKDONJSA-N,0,1,0.0486722174634869,0,0.0498747227178685,-1.61260375112445,-0.0881585522047917,-1.30402136728376,COC(=O)c1ccc(NC(=O)[C@@](C)(O)C(F)(F)F)c(Cl)c1,243982-48-1,Pyruvate Dehydrogenase Kinase (PDHK;PDK) Inhibitors,PDK2,CHEMBL433391,10544075,MoA public,10544075,YA-00-OG62,,0.5,1,,0.2,0.5
1,JRVXFGNCHKHBPA-UHFFFAOYSA-N,0,1,0.247466193067947,0,0.0135402115648861,-0.837782438248491,-0.602306391793706,-1.10895555476905,COc1ccc(C2Nc3cccc(O)c3C(=O)N2Cc2ccccc2)cc1COc1ccc(NC(C)=O)cc1,1186649-91-1,Thyroid stimulating hormone receptor antagonist,TSHR,CHEMBL1515891,25246343,MoA public,25246343,XD-62-HM52,,0.5,1,,0.2,0.5
1,LEUQBJWNAXGICB-APWZRJJASA-N,0,1,1.26108654815174,0,-1.16330943678348,-1.56843209558654,-1.68234489411085,-1.31048653433539,c1cc2cc(-c3cnc(O[C@H]4CCN5CCC[C@@H]4C5)nc3)ccc2[nH]1,,Nicotinic alpha7 Agonists,CHRNA7,,59299295,MoA public,59299295,LB-59-NL77,,0.5,1,,0.2,0.5
1,YRNQRKRGILIWHN-UHFFFAOYSA-O,0,1,0.363828374994796,0,-0.404319123788881,1.06188043951066,-0.556994846729486,1.15697291451606,,,,,,,MoA public,1400449,FB-86-FA19,,0.5,1,,0.2,0.5
1,DTIZKDMQUYFSRE-ZDUSSCGKSA-N,0,1,-0.135378981111315,0,1.01133377021569,0.185446904338012,0.792164164894859,1.97714039323902,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C2(C)CC2)c1,1217486-51-5,Phosphatidylinositol 3-Kinase alpha (PI3Kalpha) Inhibitors,PIK3CA,,59293686,MoA public,59293686,UD-37-NZ75,,0.5,1,,0.2,0.5
1,MOTZDAYCYVMXPC-UHFFFAOYSA-N,0,1,1.41413490909268,0,-0.171791817888793,-1.31043694724263,-1.08611684850058,-1.3179963129884,,,,,,,,,,,0.5,1,,0.2,0.5
1,CPZBLNMUGSZIPR-NVXWUHKLSA-N,0,1,-0.192604801720109,0,-0.179552025722602,-1.08871423208686,-0.433894928132421,-1.29479309236175,O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,1021481-16-2,5-HT3 Antagonists,HTR3A,CHEMBL1189679,6337614,MoA public,6337614,ZB-92-PL24,,0.5,1,,0.2,0.5
1,USNOFOHMTMYBSM-QWAKEFERSA-N,0,1,-1.043285215503,0,1.76663707428332,1.21517368601827,0.819920721198269,1.29523501352128,CC(C)C[C@H](NC(=O)C(CS)CCc1ccccc1)C(=O)Nc1ccccc1,,Collagenase Inhibitors,MMP11,,9822221,,,,,0.5,1,,0.2,0.5
1,NXFIEIXVSJMOQL-UHFFFAOYSA-N,0,1,-0.13071917265886,0,0.643109312087229,0.378296356197504,-0.0165027988707884,0.448150921557243,Cc1cc2[nH]ncc2cc1-c1ccccc1C(F)(F)F,1613505-14-8,TRPA1 antagonist,TRPA1,CHEMBL3298923,90645460,,,,,0.5,1,,0.2,0.5
1,JGLXEUNGCCJCDK-UPHHSBJESA-N,0,1,0.841788127912481,0,3.98417907769278,0.974100792402157,0.551229435396455,0.510464451848175,CC#C[C@@]1(O)CC[C@@]2(Cc3ccccc3)c3ccc(C(=O)NCc4ccncc4)cc3CC[C@@H]2C1,,Glucocorticoid Receptor (GR) Modulators,NR3C1,CHEMBL1090477,9890642,MoA public,9890642,HB-18-IB31,,0.5,1,,0.2,0.5
1,QFWCYNPOPKQOKV-UHFFFAOYSA-N,0,1,0.49368380224158,0,-0.158230097731645,1.85452767584693,-0.625754673060768,2.82264006103977,COc1cccc(-c2cc(=O)c3ccccc3o2)c1N,167869-21-8,ERK1 Inhibitors;MEK1 Inhibitors;MEK2 Inhibitors;MKK4 Inhibitors,MAPK3,CHEMBL35482,4713,MoA public,4713,KD-24-XL00,,0.5,1,,0.2,0.5
1,XEAQIWGXBXCYFX-BQYQJAHWSA-N,0,1,-0.558941332563553,0,-0.231585191022212,0.12544904097539,-0.567811171233362,0.150765452557687,COC1=CC(=O)OC(/C=C/c2ccccc2)C1,1635-33-2,"""Sodium Channel  Blockers;Calcium Channel Modulators;advanced lipoxidation endproduct inhibitors"";Sodium Channel  Blockers;Calcium Channel Modulators;advanced lipoxidation endproduct inhibitors",CACNA1C,CHEMBL1482039,5369129,,,,,0.5,1,,0.2,0.5
1,MRMCPDJLTSLWGF-OPXMRZJTSA-N,0,1,0.530803826830694,0,-1.02788671466081,0.39375057931232,-1.45801437758801,0.679711837441115,COc1ccc(CCNC(=O)[C@@H]2[C@H]3C[C@H]3CN2C(=O)NCc2cccc3ccc(Cl)cc23)cc1,1093652-34-6,Kallikrein 7 Inhibitors,KLK7,,25112825,MoA public,25112825,HA-05-AG11,,0.5,1,,0.2,0.5
1,GYVYUQVVKBZPRY-UHFFFAOYSA-N,0,1,-0.126523879179746,0,0.383478634407508,-0.245691174263567,-0.0248474152562459,0.0347969703813257,,,,,,,MoA public,132006,UE-50-KK32,,0.5,1,,0.2,0.5
1,XNOPRXBHLZRZKH-DSZYJQQASA-N,0,1,0.860810950082891,0,-0.965196274048552,0.194482384858422,-1.77286666310313,0.145439684298075,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,50-56-6,OXTR agonist,OXTR,CHEMBL3185709,439302,,,,,0.5,1,,0.2,0.5
1,PWTBZOIUWZOPFT-UHFFFAOYSA-N,0,1,-1.27729145167069,0,1.75711625483313,1.52829604219072,1.52715702006511,1.63187059714292,Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12,139180-30-6,Adenosine A2A Antagonists;Adenosine A2B Antagonists,ADORA2A,CHEMBL113142,176407,MoA public,176407,TE-62-CF95,,0.5,1,,0.2,0.5
1,DOBMPNYZJYQDGZ-UHFFFAOYSA-N,0,1,1.04072859151519,0,-0.298455846369227,0.603882347434156,-0.731442057787513,1.04637680416063,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,66-76-2,"NADPH Quinone Oxidoreductase 1 (NQO1) Inhibitors;Anticoagulant;Vitamin K Epoxide Reductase (VKER, VKOR) Inhibitors",NQO1,CHEMBL1466,54676038,MoA public,54676038,GB-70-DT40,,0.5,1,,0.2,0.5
1,RFTZQSZLGIQWEX-UHFFFAOYSA-N,0,1,-0.0920076556730082,0,-0.136320393656075,-0.0942624183385892,-0.575032297331984,0.0921412172935263,CN1c2ccc(Cl)cc2N=C(N2CCNCC2)c2ccccc21,,Muscarinic M1 Agonists;Dopamine D2 Agonists,CHRM1,,11186453,,,,,0.5,1,,0.2,0.5
1,ITACCRHKSPSKKL-UHFFFAOYSA-N,0,1,-0.274037827193428,0,0.0841318888722095,1.09571888369482,-0.401497675760456,0.898856820756577,CCCCn1c(-c2ccccc2)nc(-c2ccccc2)c1CN(Cc1ccc2c(c1)OCO2)Cc1ccc2c(c1)OCO2,439571-48-9,C5a Antagonists,C5AR1,,10210160,MoA public,10210160,RD-85-EB88,,0.5,1,,0.2,0.5
1,REKSFCCYDQMSIN-UHFFFAOYSA-N,0,1,0.3258937116322,0,0.33590389446286,0.597525185434831,-0.109031257062246,0.832473856312808,CC(C)n1cnc2c(NCc3cccc(C(F)(F)F)c3)ncnc21,1353867-91-0,Casein kinase-I alpha inhibitor;Casein kinase-I delta inhibitor,CSNK1A1,,49830252,MoA public,49830252,MC-74-KS37,,0.5,1,,0.2,0.5
1,HPTXLHAHLXOAKV-INIZCTEOSA-N,0,1,-0.335987249955738,0,-0.208312222849102,0.730821154555543,-0.621291701120565,1.20098386034133,O=C(O)[C@H](Cc1c[nH]c2ccccc12)N1C(=O)c2ccccc2C1=O,32675-71-1,DNMT direct inhibitor,DNMT1,CHEMBL1564869,702558,,,,,0.5,1,,0.2,0.5
1,KTEXNACQROZXEV-SLXBATTESA-N,0,1,-0.903837410812115,0,0.478947712988642,-0.523933705912761,0.342602757461006,-0.849858373870925,C=C1C(=O)O[C@H]2[C@H]1CC/C(C)=C/CC[C@@]1(C)O[C@@H]21,20554-84-1,NF-kappaB (NFKB) Activation Inhibitors,IKBKB,CHEMBL540445,6473881,,,,,0.5,1,,0.2,0.5
1,QKDDJDBFONZGBW-UHFFFAOYSA-N,0,1,-1.24933078037104,0,1.65519036260309,0.31629189418796,1.22637832149734,0.742286408721791,S=C(NC1CCCCC1)N1CCC(c2c[nH]cn2)CC1,106243-16-7,Histamine H3 Receptor Inverse Agonists;Histamine H3 Receptor Antagonists,HRH3,CHEMBL12294,3035905,MoA public,3035905,FB-40-JQ38,,0.5,1,,0.2,0.5
1,HAVJATCHLFRDHY-KSZYUSJVSA-N,0,0,4.40408969210289,0,-13.6826753059211,-13.4655402899036,-17.1851007425868,-16.645664678919,COC(=O)C[C@](O)(CCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,25302-09-4,Translation Inititiation Inhibitor,RPL3,CHEMBL433257,276389,,,,,0.5,1,,0.2,0.5
1,GVPAGJWVBUZHNQ-UHFFFAOYSA-N,0,0,-1.35789545034934,0,-0.61593937895251,-1.76420989659813,-1.06736147867389,-1.57692311798401,Cc1nc2cnc3ccc(C#Cc4cccnc4)cc3c2n1-c1ccc(C(C)(C)C#N)cc1,853910-02-8,"Phosphoinositide dependent Kinase (PDK) 1 Inhibitors;Phosphatidylinositol 3-Kinase (PI3K) Inhibitors;""Phosphoinositide dependent Kinase (PDK) 1 Inhibitors;Phosphatidylinositol 3-Kinase (PI3K) Inhibitors""",AKT1,CHEMBL2134545,24882589,,,,,0.5,1,,0.2,0.5
1,OWEGWHBOCFMBLP-UHFFFAOYSA-N,0,1,1.13283942843821,0,-0.545062935926966,-0.994708496737247,-0.324833628772724,-0.807307099626024,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,38083-17-9,Cyp Enzyme Inducers;Antifungal,CYP3A4,CHEMBL1437764,37907,,,,,0.5,1,,0.2,0.5
1,JBHLYIVFFLNISJ-UHFFFAOYSA-N,0,1,-0.935826391946068,0,1.76452247406671,-1.57850775151569,0.530594441986193,-1.43388027157273,CCCCN1CCC(CCC(=O)c2cc(Cl)c(N)cc2OC)CC1,160845-95-4,5-HT4 Partial Agonists,HTR4,CHEMBL85251,183782,MoA public,183782,JB-60-JM38,,0.5,1,,0.2,0.5
1,UBPYILGKFZZVDX-UHFFFAOYSA-N,1,0,7.42686943004316,0,-4.92369310135733,-6.04507276324638,-4.82455446694946,-6.17263539076337,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,380843-75-4,Abl Kinase Inhibitors;Apoptosis Inducers;Bcr-Abl Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Src Kinase Inhibitors;STAT-5 Inhibitors,FYN,CHEMBL2131134,5328940,,,,AB,4,6.2,A,2,2.5
1,UJBBWPQMJVUYPP-INIZCTEOSA-N,0,1,-0.0278190357677379,0,0.510478182879895,0.292178443930426,0.546941856735656,-0.113337561142346,Cc1cccc(C[C@H](NC(=O)c2cc(C(C)(C)C)nn2C)C(=O)NCC#N)c1,225120-45-6,Cathepsin L Inhibitors,CTSV,CHEMBL565079,44224136,,,,,0.5,1,,0.2,0.5
1,MBMBGCFOFBJSGT-KUBAVDMBSA-N,0,1,-0.58164560195188,0,1.63720901957647,0.894339354161397,1.26399321080953,1.59718778141918,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O,1024594-51-1,PPARalpha Agonists,PPARA,CHEMBL367149,445580,,,,,0.5,1,,0.2,0.5
1,GHCCBWMZKJQGLS-UHFFFAOYSA-N,0,1,-0.573527210543768,0,0.628756149955278,0.832363735260305,0.720028506193638,0.728706278100878,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCCCC1CN1CCCC1,112282-24-3,OPRK1 agonist,OPRK1,CHEMBL1256835,5244802,MoA public,5244802,RB-70-JE38,,0.5,1,,0.2,0.5
1,VKWDUXSHPJACHQ-DHDCSXOGSA-N,0,1,-0.134576913147998,0,0.270271272610796,-0.116581193719972,0.898098943740424,0.0793546787124345,CC(C)(CO)CNS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,222035-75-8,Tyrosine Kinase Inhibitors;CDK1 Inhibitors;CDK2 Inhibitors,CDK1,,,,,,,0.5,1,,0.2,0.5
1,ZLIAJZQKKBOFJR-WOUKDFQISA-N,0,1,-0.917808502454964,0,0.190064417867999,-0.244862298557418,0.856739505691135,-0.247626494517737,CCCSc1nc(N)c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O)[C@@H](O)[C@H]3O)c2n1,164992-25-0,P2RY12 (P2T) Antagonists,P2RY12,CHEMBL336292,5310954,,,,,0.5,1,,0.2,0.5
1,ATENFOTVOKHAOY-CQSZACIVSA-N,0,1,2.21116790607204,0,-7.05052634237066,-7.11891892974893,-5.05940352256951,-8.14600632194133,CC(C)Oc1ccc2c(c1)C(=O)N(c1cccc(-c3nncn3[C@H](C)CO)n1)C2,,ASK1,MAP3K5,CHEMBL3954836,127053601,,,,,0.5,1,,0.2,0.5
1,JCBQCKFFSPGEDY-UHFFFAOYSA-N,0,1,-0.233732865562654,0,1.56814106749307,-0.180673750017605,0.635104716922048,0.490924135009077,c1ccc2c(c1)CCc1ccccc1N2C1CN2CCC1CC2,31721-17-2,Drugs Acting on 5-Hydroxytryptamine Receptors,CHRM1,CHEMBL107360,93154,,,,,0.5,1,,0.2,0.5
1,NMIRAZSAZYNODX-UHFFFAOYSA-N,0,1,-0.923046632281743,0,0.674363618294715,-0.802961978998503,1.2700332989317,-0.424028085180596,,,,,,,,,,,0.5,1,,0.2,0.5
1,ILJDAFPFCCVDKU-UHFFFAOYSA-N,0,1,-0.0464074325985529,0,-0.499905217383857,-0.37011871226137,-0.445926860719708,-0.202334109399417,NCC1OCCc2ccccc21,19158-90-8,MC4R antagonist,MC4R,,209070,,,,,0.5,1,,0.2,0.5
1,OOGJQPCLVADCPB-HXUWFJFHSA-N,0,1,-2.55481514335803,0,1.24962824931439,1.13568322878595,1.72535833815548,1.30371568614532,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,124937-51-5,Muscarinic M3 Antagonists,CHRM3,CHEMBL1382,443878,,,,,0.5,1,,0.2,0.5
1,HJSQVJOROCIILI-UHFFFAOYSA-N,0,1,-1.05920670563151,0,0.341957168491967,1.20624093476245,0.473867583059909,1.58265139221948,CN(C)C(=O)Cc1nn(-c2ccccc2)c(=O)c2c1c1ccc(Cl)cc1n2C,220448-02-2,Peripheral Benzodiazepine Receptor (PBR) Ligands,TSPO,CHEMBL517539,9930560,MoA public,9930560,DD-28-MZ39,,0.5,1,,0.2,0.5
1,DKYWVDODHFEZIM-UHFFFAOYSA-N,0,1,-1.01049953277377,0,1.06529443521647,-2.10810642887027,0.674092004452901,-2.13525250081322,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,154907-35-4,Non-Steroidal Antiinflammatory Drugs,PTGS2,CHEMBL124412,3825,,,,,0.5,1,,0.2,0.5
1,CNJGWCQEGROXEE-UHFFFAOYSA-N,0,1,-1.52544057869889,0,0.107025993781018,-0.952524303134503,0.631503309514067,-0.689382737983898,O=C(O)c1cc(Cl)cc(Cl)c1O,106086-54-8,Aldo keto reductase 1C1 inhibitor,AKR1C1,CHEMBL449129,9445,MoA public,9445,YA-92-QE07,,0.5,1,,0.2,0.5
1,ABWOWIYOHHZBRY-QQHIZMLBSA-N,0,1,-0.0818650453590115,0,0.818420439302572,-0.248608295879083,-0.329077771298394,0.866446909913098,,,,,,,MoA public,68378924,VB-08-FT83,,0.5,1,,0.2,0.5
1,SALVHVNECODMJP-GNUCVDFRSA-N,0,1,-0.750944578270895,0,-0.0702099126225855,-1.16060492609743,0.355992636796394,-1.47296483558824,CC(C)=CCC/C(C)=C/CC/C(C)=C/CN1C(=O)c2cccc(O)c2Nc2c(O)cc(O)cc21,179981-40-9,Apoptosis Inducers;5-Lipoxygenase Inhibitors;Peripheral Benzodiazepine Receptor (PBR) Ligands;MAPK-Activated Protein Kinase Inhibitors,ALOX5,CHEMBL550961,9868980,,,,,0.5,1,,0.2,0.5
1,WAOQONBSWFLFPE-VIFPVBQESA-N,0,1,-0.988456947394584,0,0.995676724073567,-0.348000235861684,0.830258564178514,-0.32125382359012,CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,104953-11-9,Dopamine D2 Antagonists;Dopamine D3 Antagonists,DRD2,CHEMBL1369632,3033769,MoA public,3033769,OB-62-AT49,,0.5,1,,0.2,0.5
1,HLQJSHIGILQGLM-UHFFFAOYSA-N,0,1,-0.393117127007641,0,1.86558808921375,-0.000163681962756512,1.53289781653598,-0.0919347632119893,,,,,,,MoA public,59199413,FD-75-PQ00,,0.5,1,,0.2,0.5
1,BCGWQEUPMDMJNV-UHFFFAOYSA-N,0,1,-0.69148827074685,0,1.6975076807446,1.05896685336744,1.26026110046399,1.25816955376522,CN(C)CCCN1c2ccccc2CCc2ccccc21,113-52-0,5-HT Reuptake Inhibitors;Sodium Channel  Blockers;Norepinephrine Reuptake Inhibitors,ADRA1A,CHEMBL11,3696,MoA public,3696,PC-67-PU84,,0.5,1,,0.2,0.5
1,BCGWQEUPMDMJNV-UHFFFAOYSA-N,0,1,-0.69148827074685,0,1.6975076807446,1.05896685336744,1.26026110046399,1.25816955376522,CN(C)CCCN1c2ccccc2CCc2ccccc21,113-52-0,5-HT Reuptake Inhibitors;Sodium Channel  Blockers;Norepinephrine Reuptake Inhibitors,ADRA1A,CHEMBL11,3696,MoA public,3696,OA-73-DX11,,0.5,1,,0.2,0.5
1,PMMQOFWSZRQWEV-RVTXXDJVSA-N,0,1,0.215542293795154,0,0.842433085122324,0.496630146006369,0.192499727971637,0.73767388433525,CC(=O)OC[C@]1(C)[C@@H](OC(C)=O)CC[C@]2(C)[C@H]3[C@@H](O)c4c(cc(-c5cccnc5)oc4=O)O[C@]3(C)[C@@H](OC(C)=O)C[C@H]21,147444-03-9,SOAT2 inhibitor;ACAT 2 Inhibitors,SOAT2,,11828024,MoA public,11828024,PE-25-KB33,,0.5,1,,0.2,0.5
1,DRCMAZOSEIMCHM-UHFFFAOYSA-N,0,1,0.516469140859637,0,-0.242780768623091,-0.165628308745463,0.240456160502572,-0.333405314524299,Oc1cc2c(cc1O)CN(C(=S)NCCc1ccc(Cl)cc1)CCC2,138977-28-3,TRPV1 (Vanilloid VR1 Receptor) Antagonists,TRPV1,CHEMBL391997,2733484,MoA public,2733484,WD-88-QF39,,0.5,1,,0.2,0.5
1,FKIAZUIISXQFHC-UHFFFAOYSA-N,0,1,0.680273657070968,0,0.882902732229505,-0.61267186286176,0.405359657107819,-0.766965600200198,Cc1c(COc2ccc(F)c(F)c2F)oc2cccc(OCCCNCc3cccnc3)c12,,N-Myristoyltransferase  Inhibitors,NMT1,CHEMBL347048,491351,MoA public,491351,RB-56-FZ63,,0.5,1,,0.2,0.5
1,DKMACHNQISHMDN-RPLLCQBOSA-N,0,1,-0.331718237224447,0,0.527460101078283,-0.971640186424169,0.304665873832338,-0.36313683260293,CNC(=O)[C@@H](c1ccccc1)N1CCc2cc(OC)c(OC)cc2[C@@H]1CCc1ccc(C(F)(F)F)cc1,1266467-63-3,Orexin OX-1 Antagonists;Orexin OX-2 Antagonists,HCRTR1,CHEMBL455136,23727689,,,,,0.5,1,,0.2,0.5
1,CVXJAPZTZWLRBP-MUUNZHRXSA-N,0,1,-0.848599258630904,0,0.487213371876619,-0.687701305131666,0.100474494438532,-0.341700391262128,COc1ccccc1CN(C[C@@H](Cc1c[nH]c2ccccc12)NC(=O)CN1CCC(N2CCCCC2)CC1)C(C)=O,170566-84-4,Tachykinin NK1 Antagonists;Growth Hormone Secretagogues,GH1,CHEMBL42407,3086681,MoA public,3086681,EA-30-DG14,,0.5,1,,0.2,0.5
1,XDHYXZYJYANQCH-UHFFFAOYSA-N,0,1,-0.579999803321886,0,0.164654912174795,-0.0514132825445453,0.203373084512415,-0.072662694008998,CC(C)Nc1nc(Nc2ccccc2)nc(Nc2ccccc2)n1,,KCNH voltage-gated potassium channel-3 inhibitor,KCNH3,CHEMBL3951510,629324,MoA public,629324,HC-97-OH18,,0.5,1,,0.2,0.5
1,XMAYWYJOQHXEEK-OZXSUGGESA-N,0,1,-0.658424300647,0,0.887713492643836,0.135755874818344,0.231892925488079,-0.0736140148183244,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,65277-42-1,"Antifungal;CYP inhibitor;""Antifungal;CYP inhibitor""",CYP2D6,CHEMBL75,456201,,,,,0.5,1,,0.2,0.5
1,OFYVIGTWSQPCLF-UHFFFAOYSA-N,0,1,-0.57834102299323,0,-0.290833338517347,-0.329006423244001,-0.437437593397246,-0.44085929949697,Cc1ccc(C23CNCC2C3)cc1,66504-75-4,NMDA Antagonists;Norepinephrine Transporter (NET) Inhibitors;Serotonin Transporter (SERT) Inhibitors,SLC6A2,CHEMBL511099,47952,MoA public,47952,AB-68-SC09,,0.5,1,,0.2,0.5
1,HBOJWAYLSJLULG-UHFFFAOYSA-N,0,1,-0.829646375980151,0,0.449837741559528,-0.815592053908468,0.552821295932673,-0.641432835587133,CNCCN1CCC(OCc2ccccc2)CC1,,PRMT4/6 inhibitor;PRMT4 and PRMT6 inhibitor,CARM1,CHEMBL3961701,53868701,,,,,0.5,1,,0.2,0.5
1,BQNXBSYSQXSXPT-UHFFFAOYSA-N,0,1,-0.738428801827645,0,-0.679811674147991,-0.804683957962076,-1.17599995968783,-0.584545727811384,Clc1cccc(Cl)c1CSc1nnc(-c2cnccn2)s1,448947-81-7,Piezo1 channel activator;GlyT-2 Inhibitors,SLC6A5,,2746822,,,,,0.5,1,,0.2,0.5
1,LZYWLEPSQNXESC-KUHUBIRLSA-N,0,1,-0.630357228913721,0,-0.655747921654677,-0.951612254176301,-1.17518535024853,-0.615852114138667,,,,,,,,,,,0.5,1,,0.2,0.5
1,PQHLRGARXNPFCF-UHFFFAOYSA-N,0,1,-0.414307831964025,0,-1.25504835525387,-0.534776230079991,-1.70129605141442,-0.642633513594045,O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)s1,254877-67-3,Guanylate Cyclase Activators,GUCY1A2,CHEMBL2107729,213037,MoA public,213037,GB-35-DG61,,0.5,1,,0.2,0.5
1,LBDOGIZEEBHJSE-UHFFFAOYSA-N,0,1,-2.37064109538456,0,2.01372949466695,-0.197553088316805,1.99397152696082,0.139533806184135,Cc1ccc(C)n1-c1ccc(O)c(C(=O)O)c1,313701-92-7,Pin1 Inhibitors,PIN1,CHEMBL214344,776870,MoA public,776870,VD-67-GF27,,0.5,1,,0.2,0.5
1,HJFDTNBKNJFDQP-UHFFFAOYSA-N,0,1,0.310947783626068,0,-2.18592314600638,-1.46919408944781,-1.8618120243986,-1.46219879904772,Nc1cc(Oc2ccc3c(C(=O)Nc4ccc(F)c(C(F)(F)F)c4)cccc3c2)ncn1,,VEGFR-2 (FLK-1/KDR) Inhibitors,KDR,,16071549,,,,,0.5,1,,0.2,0.5
1,LCFQGSRRJKESSW-UHFFFAOYSA-N,0,1,-0.370573300188233,0,0.609545159811151,1.54740640733074,0.431881611835801,2.35128765175205,Cc1c(-c2ccccc2)nc2ccc(Br)cc2c1C(=O)Nc1ccc(C(=O)O)cc1F,,Prostaglandin F2a receptor (PGF2a-DP aka PTGFR) antagnoist,PTGFR,,118947820,,,,,0.5,1,,0.2,0.5
1,KKLMRJSMWOEEFA-OAQYLSRUSA-N,0,1,-0.772703339756917,0,-0.850571595841794,0.320841737745781,-0.793423036547215,0.510451340831724,CN(C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N(CCC(=O)N[C@@H]1CCCCNC1=O)Cc1ccc(Cl)c(Cl)c1,,Tachykinin NK1 Antagonists;Tachykinin NK2 Antagonists,TACR1,CHEMBL318606,44335319,MoA public,44335319,OB-16-FP39,,0.5,1,,0.2,0.5
1,BNOYRDUPHFYYTI-GFCCVEGCSA-N,0,0,1.73284331089235,1,-6.83276702927008,-0.0357671381554016,-5.92734359421252,6.09763879224089,COc1nc(-c2cc(F)ccc2[C@H]2Cc3nc(N)nc(C)c3C(=O)N2)cs1,,Heat Shock Protein 90 (hsp90) Inhibitors,HSP90AA1,CHEMBL3360317,57462510,,,,C,4,1.5,B,6.2,2.5
1,VOROEQBFPPIACJ-SCSAIBSYSA-N,0,1,-0.27456654921188,0,0.144011676993933,-0.484815657246949,0.571166979153431,-0.358815074853919,N[C@H](CCCP(=O)(O)O)C(=O)O,76326-31-3,NMDA Antagonists,GRIN1,CHEMBL84612,135342,,,,,0.5,1,,0.2,0.5
1,QJZRFPJCWMNVAV-HHHXNRCGSA-N,1,0,5.43297806227239,1,-5.86337067475535,4.60902875331167,-2.93193393448514,7.39367039353783,Cc1ccc(C(=O)N(CCCN)[C@@H](c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1,336113-53-2,"Antimitotic Drugs;Kinesin-Like Spindle Protein  KIF11 (KSP, Eg5) Inhibitors",KIF11,CHEMBL228814,6450816,MoA public,6851740,WC-42-EI12,ABC,4,4.5,AB,4,2.5
1,QSYLKMKIVWJAAK-UHFFFAOYSA-N,0,1,2.86253297773055,0,-0.192044183116883,1.0791588985764,-1.13459379200463,1.66539963411821,Cc1cc(Nc2ccc(NC(=O)c3ccc(Nc4ccnc5ccccc45)cc3)cc2)nc(N)n1,1020086-21-8,DNA Methyltransferase I Inhibitors,DNMT1,CHEMBL2336409,24858110,MoA public,24858110,ED-71-GA72,,0.5,1,,0.2,0.5
1,UVTGPXVPTNTUDR-URLMMPGGSA-N,0,1,1.62593527735543,0,0.857847558128595,1.61676059241464,-0.0704393751077142,2.02868134111768,Cc1cc(C)cc(C(=O)N(C)[C@H](Cc2ccc(-c3ccno3)cc2)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)O)c1,169545-68-0,EDNRB gene inhibitor,EDNRB,CHEMBL433106,44311701,MoA public,44311701,EF-62-AE79,,0.5,1,,0.2,0.5
1,WPNJAUFVNXKLIM-UHFFFAOYSA-N,0,1,1.87259866434568,0,-1.52333468427917,0.493543101699175,-2.30695997446846,0.900377515860023,COc1nc(C)nc(Cl)c1NC1=NCCN1,1008754-16-2,Imidazoline I1 Receptor Agonists,NISCH,CHEMBL1256287,4810,MoA public,4810,NA-28-YL85,,0.5,1,,0.2,0.5
