Barcode,multiplexed_barcode,hcse_plate_id,Row,Column,well_type,inchi_key,solution_name,plate_name,concentration,units,GFP.PrP.count_value,GFP.PrP.count_ratio_value,GFP.PrPko.count_value,GFP.PrPko.count_ratio_value,GFPko.PrP.count_value,GFPko.PrP.count_ratio_value,GFPko.PrPko.count_value,GFPko.PrPko.count_ratio_value,Memb.intensity_unclassified.count_value,Membrane_Intensity_MedianIntensity_CorrPrP.GFP.PrP.median_value,Membrane_Intensity_MedianIntensity_CorrPrP.GFP.PrPko.median_value,Membrane_Intensity_MedianIntensity_CorrPrP.GFPko.PrP.median_value,Membrane_Intensity_MedianIntensity_CorrPrP.GFPko.PrPko.median_value,Membrane_Intensity_MedianIntensity_CorrPrP.Memb.intensity_unclassified.median_value,Membrane_Intensity_MedianIntensity_GFP.GFP.PrP.median_value,Membrane_Intensity_MedianIntensity_GFP.GFP.PrPko.median_value,Membrane_Intensity_MedianIntensity_GFP.GFPko.PrP.median_value,Membrane_Intensity_MedianIntensity_GFP.GFPko.PrPko.median_value,Membrane_Intensity_MedianIntensity_GFP.Memb.intensity_unclassified.median_value,total.count_value
VH97007015,,35975,1,47,SA,,,AEOS01138798,,,-12.744374093099688,-30.443375604958586,37.503785524622515,42.96799615162445,0.2939681071457356,0.2319579684301305,-0.23424664042014062,-0.04005919509796213,-2.1614935687914043,-6.715394550877512,-11.244429140455374,,,-24.136331758912863,2.274016368673734,7.925050269944108,,,0.9251992219979049,799.0
VH97007015,,35975,2,2,SA,FUPKFFJNRCYVCY-AREMUKBSSA-N,SOL124084D1,AEOS01138798,20.0 ,uM ,-0.597666813623779,-0.695073580301175,-0.5137531419021056,-0.42056173356121807,0.2678202866724511,0.3989693651120181,0.2556055545227629,0.3628646192458761,-0.11188455581515376,-4.050088770680053,,,,,1.4145845820313536,,,,,442.0
VH97007015,,35975,2,5,SA,IYIGLWQQAMROOF-HHHXNRCGSA-N,SOL124084D7,AEOS01138798,20.0 ,uM ,2.5810757367733035,0.2440662537639367,-0.5203522843985092,-0.4003433337565562,-0.7259031454893091,-0.6770167552015358,0.010569205703270534,0.16710915280348027,-0.1355007607406531,-4.923146192993111,2.6088038088171523,,,,0.30537527874603393,0.44485516595986613,,,,569.0
VH97007015,,35975,2,8,SA,LAYAEBGGDTWXAZ-RUZDIDTESA-N,SOL1245EA73,AEOS01138798,20.0 ,uM ,-4.097202702253172,-1.4081243162109611,-0.42516566049356236,-0.018681713699730436,1.5399616776062837,5.174768541443058,-0.13552754185930485,0.050687319630599394,0.11384302843654019,-6.364353469964888,2.676527698267404,-0.09531608675301928,,2.183738602318092,-5.393431527829667,-1.8744476706287974,0.10090398014876377,,-2.912580820036145,295.0
VH97007015,,35975,2,11,SA,OONFNUWBHFSNBT-HXUWFJFHSA-N,SOL12082F71,AEOS01138798,20.0 ,uM ,-10.278588584792784,-26.039220511906173,-0.5425821990131025,-0.4749735708952014,3.4389400064401223,88.47344440165605,-0.18515111923752064,0.013991673983265215,-0.07353144881530063,-6.0966927687772365,,-0.2886730015012429,,,-10.264041415487494,,-4.940272003244336,,,40.0
VH97007015,,35975,2,14,SA,XBJHBEQDHSREQB-QHCPKHFHSA-N,SOL1247F40D,AEOS01138798,20.0 ,uM ,-3.8568802439432135,0.09209253537266437,-0.45914661474584173,-0.39785785679609703,-0.49490029359448645,1.7922352922989409,-0.1409925118591428,0.05509268991713108,0.037319230108814605,-5.83152499957786,,-0.49914356781619096,,,-3.9694768443587174,,0.12335448038076299,,,305.0
VH97007015,,35975,2,17,SA,GMGMDWSPSKXMJH-OAQYLSRUSA-N,SOL12083003,AEOS01138798,20.0 ,uM ,-2.973822166959475,0.007009591173887382,-0.39545482682474264,-0.3305817748238694,-0.22539544182543042,1.7261391849498156,-0.10220831338843611,0.09104974181893172,0.11262770126720027,-0.5150274024570736,,0.13856518644029817,,,-0.7946488824628896,,-1.77493167641889,,,363.0
VH97007015,,35975,2,20,SA,GGPZCOONYBPZEW-UHFFFAOYSA-N,SOL12488050,AEOS01138798,20.0 ,uM ,-2.399070109840065,-0.2412955742338247,-0.3261507809662811,-0.2343676136255707,0.5459429235396083,2.1765210165291924,-0.044997316039508434,0.13972255583027618,0.1562831944710905,-2.9994706394895316,,0.15522523607758187,,,-0.6600479652055316,,-4.141506910470276,,,426.0
VH97007015,,35975,2,23,SA,QPKKAIMODKGHRH-UHFFFAOYSA-N,SOL12514077,AEOS01138798,20.0 ,uM ,-12.84849324527949,-33.80326574143762,-0.25923694843036665,-0.1377873881530088,12.11357122708531,112.97339108441096,0.027566181775680376,0.19995288102369654,0.1855987912514988,-6.02795656918511,,-0.6388494990597605,,,-10.699776767453322,,-11.567634727881023,,,82.0
VH97007015,,35975,2,26,SA,KASDHRXLYQOAKZ-XDSKOBMDSA-N,SOL123C866B,AEOS01138798,20.0 ,uM ,-4.098161952490639,0.2579559057107138,-0.25277120592107266,-0.12725572126216483,-0.8459456264188489,-0.0030335255362141864,0.05279583005789533,0.21958043688364567,0.1734278184908631,-2.6230349141859826,,-0.09662436287504209,,,3.6448497379111,,-0.6192146558197945,,,420.0
VH97007015,,35975,2,29,SA,STRAIBOPIVXLQO-UHFFFAOYSA-N,SOL121F2EBC,AEOS01138798,20.0 ,uM ,0.5012942996386923,-0.48489268859891066,-0.2871196986979481,-0.17566012985729484,2.454091350584357,2.352240539539787,0.07361010792203695,0.22438723593779356,0.124869914113526,2.397101568636919,,0.31533914107164146,,,-1.7633004593721138,,-1.3816441311261405,,,660.0
