WellsConcentration,inchi_key,single-cell hit for GFP-GPI,non-tox? for GFP-GPI,GFP.PrPko.count_ratio for GFP-GPI,membrane PrP-/GFP+ hit for GFP-GPI,membrane PrP,membrane GFP,cyto PrP,cyto GFP,smiles,cas_number,moa,gene_symbols[1],chembl_ids[1],pubchem_ids[1],SSEC PubChem CIDs annotation SSEC_set,PubChem CID,NSN-number,venn_cat_1578008438,venn_x_coord_1578008438,venn_y_coord_1578008438
1,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,0,1,1.00117798619782,0,2.21696064062274,-3.2458926228104,-0.924011347116204,-3.9643585173342,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,302962-49-8,Src Kinase Inhibitors;Inhibitors of Signal Transduction Pathways;Bruton's Tyrosine Kinase (BTK) Inhibitors;Bcr-Abl Kinase Inhibitors,ABL1,CHEMBL1421,3062316,,,,,0.2,0.5
1,YVWGGGGMRDLOGA-GOSISDBHSA-N,0,1,-2.11582776590731,0,3.95149855858901,-2.51335479803583,1.41894827471256,-3.5412089968365,Cc1cccc(S(=O)(=O)N2CCC[C@@H]2CCN2CCC(C)CC2)c1,201038-58-6,ADRA1B gene modulator;5-HT7 Antagonists,HTR7,CHEMBL12624,9863250,MoA public,9863250,ZD-92-NE97,,0.2,0.5
1,KQJSQWZMSAGSHN-JJWQIEBTSA-N,0,1,1.1405833747298,0,5.5045595773029,2.67021544597232,0.777912653167981,2.54529131790773,,,,,,,,,,,0.2,0.5
1,REFJWTPEDVJJIY-UHFFFAOYSA-N,0,1,-1.0208746152186,0,0.645775554848869,0.95452385482089,0.606039407101082,0.876427665818012,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,117-39-5,,SULT1A1,CHEMBL1173475,5280343,,,,,0.2,0.5
1,UQRORFVVSGFNRO-UTINFBMNSA-N,0,1,-0.873088927669761,0,1.91126213758293,0.0354825517416139,1.38022449979937,-0.141193024716546,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,134282-77-2,SGLT-3 Activators;Pharmacological Chaperones;alpha-Glucosidase Inhibitors;Ceramide Glucosyltransferase Inhibitors,GAA,CHEMBL1029,51634,MoA public,51634,WD-43-XM59,,0.2,0.5
1,NOOLISFMXDJSKH-KXUCPTDWSA-N,0,1,-0.549525760832226,0,-0.681843802309904,2.91512885942605,0.771065751281068,3.19851514933854,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,114376-98-6,TRPM8 (TRP-p8;CMR1) Agonists,TRPM8,CHEMBL470670,16666,MoA public,16666,UD-43-JM74,,0.2,0.5
1,IPSSXIMJJXSJQB-FQEVSTJZSA-N,0,1,-1.18826394635324,0,0.960392417429881,1.18919167969446,1.55761873576524,1.70103345615379,,,,,,,MoA public,9938544,EC-98-HZ54,,0.2,0.5
1,GPKJTRJOBQGKQK-UHFFFAOYSA-N,0,1,-0.0250720658327274,0,-2.00181111545648,-0.00484238994024799,-0.341437893186185,0.53830861441945,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,130-42-7,TP53 Expression Enhancers;Secretory Phospholipase A2 (sPLA2) Inhibitors;Cytokine Production Inhibitors;NF-kappaB (NFKB) Activation Inhibitors,PLA2G2A,CHEMBL2105615,237,MoA public,237,UB-93-AM89,,0.2,0.5
1,QQHMKNYGKVVGCZ-UHFFFAOYSA-N,0,1,-1.02399822613695,0,-0.687880905903987,-0.573387948265251,-0.207591885751289,-0.455755429064348,N=C1CCCN1Cc1[nH]c(=O)[nH]c(=O)c1Cl,183204-72-0,Thymidine Phosphorylase Inhibitors,TYMP,CHEMBL235668,6323266,,,,,0.2,0.5
1,NLCKCKYSUHCUDR-HJWRWDBZSA-N,0,1,-0.62240518720533,0,1.1281278704387,0.72056992640938,4.75747961636504,2.34404734386412,O=C(/C=C\C(=O)Nc1cccc(Cl)c1)Nc1ccc(Cl)cc1,,XPO1 (CRM1) inhibitor,XPO1,,101476433,,,,,0.2,0.5
1,DJCVSFWGKYHMKH-YVMONPNESA-N,0,1,-0.954958097018881,0,1.46537718483865,1.3848355427695,0.832988967176248,1.19270438694525,O=C(O)/C(S)=C/c1ccc(I)cc1,179528-45-1,Calpain Inhibitors,CAPN1,CHEMBL366254,9839500,MoA public,9839500,TA-94-AN84,,0.2,0.5
1,ISHUULBGXOVLLF-UHFFFAOYSA-N,0,1,-0.572806357282027,0,-2.35602432039999,-1.17925010781012,1.00037099272923,-0.222509888774007,Nc1ncc(-c2ncccc2OC(F)(F)F)nc1C(=O)Nc1ncccc1N1CCC(N)CC1,,"PKC inhibitor;Kinase inhibitors;""PKC inhibitor;Kinase inhibitors""",PRKCA,CHEMBL3915489,118873207,,,,,0.2,0.5
1,RXGUTQNKCXHALN-BJMVGYQFSA-N,0,1,-1.42353528035523,0,0.522152043181509,-1.62940205358808,1.39497595000037,-1.81235102778008,O=C(/C=C/c1ccc(O)cc1)NCCc1ccc(O)cc1,111129-11-4,uncompetitive inhibitor,GAA,CHEMBL64286,5372945,,,,,0.2,0.5
1,NBOMNTLFRHMDEZ-UHFFFAOYSA-N,0,0,-0.156444146389654,0,0.942752206421894,-1.99550384222061,1.01609611430151,-1.65856361730597,,,,,,,,,,,0.2,0.5
1,RJZJEPYCJHLWQR-TUKIKUTGSA-N,0,0,0.556382204239705,0,0.710058922279173,-4.40379261869638,-0.230554624785269,-4.29202678538264,CO[C@@H]1C(c2ccc(C#N)c(Cl)c2C)=NN2CC[C@H](O)[C@@H]12,1421375-26-9,Androgen receptor modulator,AR,CHEMBL3326454,71239417,MoA public,71239417,FE-82-TV45,,0.2,0.5
1,WUADCCWRTIWANL-UHFFFAOYSA-N,0,0,5.40929089048998,0,-2.84869586998217,-4.13513685848025,-2.1830353839526,-2.78081712871558,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,491-80-5,Androgen Receptor Antagonists;Steroid 5alpha-Reductase Inhibitors;PPARalpha Agonists;PPARgamma Agonists,AR,CHEMBL131921,5280373,,,,,0.2,0.5
1,PCMORTLOPMLEFB-ONEGZZNKSA-N,0,1,6.26199386136744,0,-4.47529404057518,0.694662757584011,-3.33064530326708,0.867491928979539,COc1cc(/C=C/C(=O)O)cc(OC)c1O,530-59-6,GABA(A) Receptor Agonists;Antioxidants;Alleviation of Cartilage Destruction,KEAP1,CHEMBL109341,637775,,,,,0.2,0.5
1,RDSACQWTXKSHJT-NSHDSACASA-N,0,1,1.79184736917097,0,-2.34212656803702,1.1254840806586,-1.03395740583593,1.49477165419055,COc1cc(F)c(F)c(Nc2ccc(I)cc2F)c1NS(=O)(=O)C1(C[C@H](O)CO)CC1,923032-36-4,MEK1 Inhibitors;MEK2 Inhibitors,MAP2K1,CHEMBL1236682,44182295,MoA public,44182295,HA-07-GO00,,0.2,0.5
1,MRFOPLWJZULAQD-SWGQDTFXSA-N,0,1,0.348000547739291,0,-0.974767103607703,1.0590602383826,-0.166443073698498,1.26917934149623,Nc1ccc(/C=C/C(=O)NCc2cc3cc(-c4ccc(C(=O)N5CCC(F)(F)CC5)cc4)cc(-c4ccc(F)cc4)c3o2)cn1,1643913-93-2,Allosteric inhibitor that degrades PAK4,PAK4,,117779453,,,,,0.2,0.5
1,COTBDKMEUUNJTI-UHFFFAOYSA-N,0,1,-0.327568226148897,0,0.361701788842283,0.337542354761849,0.642505008848693,0.370586221086251,Cc1cc(C)nc(NS(=O)(=O)c2ccc(NC(=O)NC(=O)c3ccc(Cl)cc3Cl)cc2)n1,1267610-30-9,PCTP (StARD2) Inhibitor,PCTP,,66958626,MoA public,66958626,MD-84-YS12,,0.2,0.5
1,GKJZEKSHCJELPL-UHFFFAOYSA-N,0,1,-0.777345986706706,0,0.300201462727101,2.24834034335482,0.547987773468501,2.56520461340847,Cn1cc(C(F)(F)F)nc1-c1ccc(OCC(O)CNCCOc2ccc(O)c(C(N)=O)c2)cc1,105737-62-0,ADRB1 antagonist,ADRB1,CHEMBL1256955,2685,,,,,0.2,0.5
1,UUQMNUMQCIQDMZ-UHFFFAOYSA-N,0,1,-0.387676142670507,0,-0.585658870718924,0.320732556636542,-0.572298179039132,0.656714003286905,CNCCc1ccccn1,133206-34-5,Histamine H3 Receptor Antagonists;Histamine H1 Receptor Agonists,HRH1,CHEMBL1446813,2366,MoA public,2366,NA-58-YL85,,0.2,0.5
1,QFWVGKDFYOXTQO-UHFFFAOYSA-N,1,0,17.3649854778219,0,-7.13966219443275,-11.778022213636,-6.26517668362487,-12.6904472778069,CCCCCCCCCCCC(OC(=O)C(CCCCN(O)C(C)=O)NC(=O)c1coc(-c2ccccc2O)n1)C(C)C(=O)NC1CCCCN(O)C1=O,863507-43-1,Muscarinic M3 Receptor Ligands;Muscarinic M4 Receptor Ligands,CHRM3,CHEMBL499519,3013846,,,,A,2,2.5
1,GQEOCXVLXYTOAW-HSZRJFAPSA-N,0,1,-0.311470844235176,0,-0.884398640827994,-1.49931439533782,0.114598293106275,-0.995821538110111,CO[C@@H]1CCN(c2nc(-c3c(C)ccc4[nH]nc(C)c34)nc3c2CN(c2c(Cl)c(C4CC4)nn2C)CC3)CC1(C)C,,C5a Receptor antagonist,C5AR1,CHEMBL3647004,71244786,MoA public,71244786,ZC-18-NW40,,0.2,0.5
1,VJXBYUITQBTTQM-DSRNDQRRSA-N,1,0,63.1316994524469,0,-13.2127721069151,-5.04397406076848,-15.5971933153709,-3.97396727425176,CC[C@H](C)[C@H]1NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](CCSC)C(=O)N2)OC(=O)C[C@@H]1O,1278522-67-0,HDAC inhibitor (no hydroxamic acid),HDAC1,CHEMBL1836142,56602459,,,,A,2,2.5
1,RUWCWTXHTOBJIA-NHCUHLMSSA-N,0,1,0.470887979819926,0,-2.47330312821412,-1.72982269903197,-1.40995110863861,-1.7331903709622,CCCC[C@]1(CC)CS(=O)(=O)c2ccccc2[C@@H](c2ccccc2)N1,152802-07-8,Ileal Bile Acid Transporter (IBAT) Inhibitors,SLC10A2,CHEMBL2074988,9841699,MoA public,9841699,YA-78-MS95,,0.2,0.5
1,CGWBJJZOKGZCSJ-UHFFFAOYSA-N,0,1,-0.122170880519491,0,0.141226926419323,0.0182753904352627,0.232002179052214,0.313238659659536,CCCOc1ccc(CCc2nc3cc(-c4c(C)noc4C)ccc3n2CCN2CCOCC2)cc1,,N-Ac Lysine competitive CREBBP/EP300 inhibitor,CREBBP,CHEMBL3963965,119081416,,,,,0.2,0.5
1,ISWRGOKTTBVCFA-UHFFFAOYSA-N,0,1,0.314948395391264,0,-1.02139006078789,-1.29054833386708,-0.21203445084092,-0.998067382284772,Cc1ccc(=O)n(-c2ccccc2)c1,53179-13-8,TNF alpha synthesis inhibitor;TGFb pathway inhibitor;antifibrotic,TNF,CHEMBL1256391,40632,MoA public,40632,HF-23-AI36,,0.2,0.5
1,ZCOLJUOHXJRHDI-CMWLGVBASA-N,0,1,-0.683913012755428,0,0.415818948739248,-0.497137004286465,0.485244344028389,-0.40946085655672,,,,,,,,,,,0.2,0.5
1,QZUKGDYPSXQBSQ-VXKWHMMOSA-N,0,1,1.8728298242166,0,-1.80250718145525,-0.921905235688182,-1.09683714114406,-0.858759778427392,COc1cc([C@@H](O)CN2CCN(C[C@H](O)c3ccc4c(c3C)COC4=O)CC2)ncc1C#N,1255206-07-5,KCNJ1 gene inhibitor;KCNJ1 inhibitor,KCNJ1,CHEMBL3612810,59568656,MoA public,59568656,UD-49-HQ53,,0.2,0.5
1,LBZZVBOHWAZYRL-UHFFFAOYSA-N,0,1,0.194639223682833,0,0.561571470232611,-1.43689862108647,-0.779310935604247,-1.2308399516099,CN1CCN(c2ccc(-c3cnc4cccc(-c5cc(F)c(CN6CCOCC6)c(F)c5)c4n3)cc2)CC1,1092499-82-5,Jak2 Inhibitors;Jak1 Inhibitors,JAK1,CHEMBL1089773,46865529,,,,,0.2,0.5
1,CPRAGQJXBLMUEL-UHFFFAOYSA-N,0,1,-1.44758570545589,0,3.05908108888193,0.592086917605331,2.6068058584346,1.0501462061592,Cc1cc(C(C)Nc2ccccc2)c2nc(N3CCOCC3)cc(=O)n2c1,663619-89-4,PI3Kbeta inhibitor,PIK3CB,CHEMBL1972466,9907093,,,,,0.2,0.5
1,RSRUDTPYRBLHEO-UHFFFAOYSA-N,0,1,0.0256361053165364,0,0.874723651919463,1.14444058314981,0.793954911513645,1.18053911377713,CN1CCc2cccc(Cl)c2CC1,73943-10-9,alpha2-Adrenoceptor Antagonists,ADRA1B,CHEMBL123349,123981,,,,,0.2,0.5
1,JTVCWQUNPMKMER-BQYLNSIHSA-N,0,1,-0.9655595109378,0,1.00802166201096,1.3896183059743,0.699732278706401,1.62168259878399,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,313664-40-3,SPPL1 inhibitor,HM13,CHEMBL255473,44449123,MoA public,44449123,CD-49-HJ53,,0.2,0.5
1,HHZLKORDNNRTRS-UHFFFAOYSA-N,0,1,0.189640390931019,0,0.323985875578516,0.930552545693456,0.684651177857207,1.58575846894558,Cc1ccn2cc(-c3ccc(OCCCN4CCCCC4)cc3)nc2c1,365565-36-2,HRH3 antagonist,HRH3,CHEMBL49532,10291489,,,,,0.2,0.5
1,WROHEWWOCPRMIA-UHFFFAOYSA-N,0,1,-0.248853302244753,0,-0.21013373980354,0.51582423148877,-0.126449710921639,0.409796175041431,CNC(=O)c1ccc(Oc2ccc3c(c2)CCN(C2CCC2)CC3)nc1,720690-73-3,Histamine H3 Receptor Inverse Agonists;Histamine H3 Receptor Antagonists,HRH3,CHEMBL517140,9798547,MoA public,9798547,QA-94-NE53,,0.2,0.5
1,RQMVVBIHNXFXPW-UHFFFAOYSA-N,0,1,-0.425089522989044,0,0.432725730614191,0.573278476636572,0.0608505826634472,0.87144663090966,NCc1c(-c2ccc(Cl)cc2Cl)cn2c(N3CCSCC3)cnc2c1N,,dipeptidyl-peptidase IV (DPP4) inhibitor;dipeptidyl-peptidase II (DPP7) inhibitor;Fibroblast Activation Protein alpha subunit (FAP) Inhibitor,DPP4,,57906610,,,,,0.2,0.5
1,XRXDAJYKGWNHTQ-UHFFFAOYSA-N,0,1,-0.69735197439196,0,1.27957505146719,0.66379434801651,1.18282342222341,1.21963891737444,c1ccc2nc(N3CCNCC3)ccc2c1,1245646-84-7,5-HT3 receptor agonist selective against 5-HT1B,HTR3B,CHEMBL1256794,5011,MoA public,5011,WD-90-PD45,,0.2,0.5
1,PJZPDFUUXKKDNB-KNINVFKUSA-N,0,1,-0.0300785141737691,0,0.325954847400151,-1.29083397104018,0.890190095429343,-1.41394389404698,,,,,,,,,,,0.2,0.5
1,PSLXNEVDCJSLEL-UHFFFAOYSA-N,0,1,-0.411776956349855,0,-0.0659586908026423,0.214857146509961,1.08176234311477,0.780376146180644,Cc1c(NC(=O)c2ccc(C(C)(C)O)cc2F)cc(F)cc1-c1ncnc2[nH]c(C3=CCOCC3)cc12,1418127-84-0,reversible BTK inhibitor,BTK,CHEMBL3917989,71230655,MoA public,71230655,ZE-75-IG54,,0.2,0.5
1,QJBRZZUZDREZIP-UHFFFAOYSA-N,0,1,0.0610706123072895,0,-0.327907148470481,-0.184482372691191,0.119072301514641,-0.263109451979944,CC(=O)NC(CSC12CCC3(O)CC(C)=CC(=O)C3(O)C1(O)C(=O)c1cccc(O)c1C2=O)C(=O)O,136286-49-2,Endothelin Receptor Antagonists,EDNRA,,10481759,,,,,0.2,0.5
1,GBTYEOLOCAQPPZ-MHZLTWQESA-N,0,1,-0.870989532256284,0,0.239422058365782,-1.25050608456029,0.882115772888271,-1.52309127756224,COCCCN(CC(=O)N[C@@H](CC(=O)O)c1ccc(OC)c(OC)c1)C(=O)Cc1ccc(NC(=O)Nc2ccccc2C)cc1,,Integrin binder;Cell Adhesion Inhibitors;Integrin alpha4beta1 (VLA-4) Antagonists,ITGA4,CHEMBL316723,9852055,MoA public,9852055,IF-63-AO60,,0.2,0.5
1,MPZNLZJMWPDRGB-UHFFFAOYSA-N,0,1,-0.550179048649633,0,0.160941120799689,-2.60411589401457,0.692307301380411,-3.35597165786894,CCc1cnc(N2CCC(Oc3ccc(CC4CCN(S(C)(=O)=O)CC4)cc3Cl)CC2)nc1,1190979-58-8,GPR119 agonist,GPR119,,44237714,,,,,0.2,0.5
1,VFBGXTUGODTSPK-BAQGIRSFSA-N,0,1,2.8328423859111,0,-2.41884164911177,-3.68389726543916,-1.79019476036467,-4.82697191579495,O=C1Nc2ccc3ncsc3c2/C1=C/c1c[nH]cn1,608512-97-6,PKR Inhibitor,EIF2AK2,CHEMBL235641,6490494,,,,,0.2,0.5
1,PAZXLRUFYLWCKB-UHFFFAOYSA-N,0,1,-1.80930586085018,0,0.0971545627419264,-0.851948531866142,0.563994807361727,-1.03364917983188,C#CCOc1ccc2nc(C(=O)c3ccc(C(C)C)cc3)nc(-c3ccc(C(C)C)cc3)c2c1,,Parathyroid Hormone Secretion Stimulants,CASR,,16050391,MoA public,16050391,LA-66-RT74,,0.2,0.5
1,FMACPFBCGJVLLZ-UHFFFAOYSA-N,0,1,0.533156337715747,0,0.42728752308557,-0.980321252375035,-0.953869555159828,-1.97900872031532,Cc1cc(C)c(C(=O)Nc2ccc(-n3nc(C(F)(F)F)cc3C(F)(F)F)cc2)cn1,,Calcium Release-Activated Channels (CRAC) Blockers,ORAI2,CHEMBL485411,9888801,MoA public,9888801,LD-48-CY61,,0.2,0.5
1,GZUITABIAKMVPG-UHFFFAOYSA-N,0,1,0.697294314485325,0,-0.432974737757606,0.652516441096618,-1.55207904073647,0.673311313550737,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,1020061-04-4,ENG Expression Enhancers;ACVRL1 Expression Enhancers;Selective Estrogen Receptor Modulators (SERM),ENG,CHEMBL1116,5035,,,,,0.2,0.5
1,XZTUSOXSLKTKJQ-CESUGQOBSA-N,0,1,0.271475496029865,0,0.189055064035028,0.327964230729646,0.00353680782961572,0.304266045861106,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O,143-62-4,Cardiac glycoside,ATP1A1,CHEMBL1453,4369270,,,,,0.2,0.5
1,MSTOPLWRMNGDRS-INIZCTEOSA-N,0,1,0.155492095093188,0,-1.08607091321066,-0.181287621118063,-0.216576337680959,-0.0972781658133053,CCc1cc(NC(=O)N[C@H](CO)CCN2CC(Oc3ccc(Cl)cc3)C2)n(C)n1,,Chemokine CCR3 Antagonists,CCR3,,10287886,MoA public,10287886,NA-83-FK70,,0.2,0.5
1,YWYNFBNIDCUJSP-UHFFFAOYSA-N,0,1,0.870953375725073,0,-0.57260032115331,0.268765904002786,-0.372559491002222,0.491486418128562,,,,,,,MoA public,1858253,IE-30-KW32,,0.2,0.5
1,UCTWMZQNUQWSLP-VIFPVBQESA-N,0,1,-0.145582245189274,0,-0.83470492037558,0.569456735453198,0.0144919223500951,0.712260814040912,CNC[C@H](O)c1ccc(O)c(O)c1,104655-05-2,Adrenergic Agonists,ADRA1B,CHEMBL1200818,5815,MoA public,5816,RF-02-FC28,,0.2,0.5
1,FLKSZJUIPRZEET-UHFFFAOYSA-N,0,1,-0.779959305810411,0,0.261738445933811,-0.786347318340235,0.299638119167537,-0.550734348008636,CC(C)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OC1CCN(C)CC1,,Cathepsin S Inhibitors,CTSS,,,MoA public,,TC-75-XR61,,0.2,0.5
1,RTIXKCRFFJGDFG-UHFFFAOYSA-N,0,1,0.215906350113397,0,0.709957384349582,0.515890560388575,0.288908904070719,0.696992945135147,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,480-40-0,"Apoptosis Inducers;Breast Cancer-Resistant Protein (BCRP;ABCG2) Inhibitors;Antiinflammatory Drugs;Antioxidants;""Apoptosis Inducers;Breast Cancer-Resistant Protein (BCRP;ABCG2) Inhibitors;Antiinflammatory Drugs;Antioxidants""",ABCG2,CHEMBL117,5281607,MoA public,5281607,HE-18-IL45,,0.2,0.5
1,QPCDCPDFJACHGM-UHFFFAOYSA-N,0,1,-0.974641507847199,0,0.445173277479704,0.491969894498047,0.630258688014049,0.607005486703527,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,1004765-76-7,Nitric Oxide Scavengers,PGD,CHEMBL780,3053,,,,,0.2,0.5
1,XUKUURHRXDUEBC-KAYWLYCHSA-N,0,1,-0.0518678259641323,0,-1.70709356640097,0.652045644871122,-0.598873540846542,1.21489540262687,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,110862-48-1,HMG-CoA Reductase Inhibitors,HMGCR,CHEMBL1487,60823,MoA public,60823,LC-69-UC51,,0.2,0.5
1,HCBULGQMULJTCM-ZSOIEALJSA-N,0,1,-1.22519701549569,0,-0.58608194367026,-2.63477487841194,0.166289882221584,-2.63900773535101,O=C1/C(=C/c2ccc(O)c(O)c2)Oc2ccccc21,24418-86-8,Sphingosine Kinase Inhibitors,SPHK2,CHEMBL1478023,5793932,MoA public,5793932,LB-00-NP55,,0.2,0.5
1,REAXQOXPGHLTBE-UHFFFAOYSA-N,0,1,0.582916008165428,0,-2.10465759251217,-1.46359342985334,-0.767451508826511,-1.33938444164868,,,,,,,,,,,0.2,0.5
1,PFZTXTPVKAGHPW-GOSISDBHSA-N,0,0,6.43332158585553,0,-0.0238581655526512,-4.72393390861454,8.70434228380544,-2.37332514395146,COc1cc(CCc2cc(NC(=O)c3ccc(N4CCN(C)[C@H](C)C4)cc3)n[nH]2)cc(OC)c1,1201670-87-2,FGFR1 Inhibitors;Angiogenesis Inhibitors,FGFR1,,44546567,,,,,0.2,0.5
1,SGEIEGAXKLMUIZ-XUVDNFPMSA-N,0,1,-0.591942643548058,0,0.630956147844481,0.322761567892577,1.13009674615658,0.729091006765711,[O-][n+]1cccc(/C(Cl)=N/OC[C@H](O)CN2CCCCC2)c1,289893-25-0,HSP70 co-inducer or chaperone,HSPA1A,CHEMBL2107726,9568077,,,,,0.2,0.5
1,GOLXRNDWAUTYKT-UHFFFAOYSA-N,0,1,-0.0105525708239151,0,1.04219211595214,0.763823617691638,0.581220650908864,0.949847229070166,O=C(O)CCc1c[nH]c2ccccc12,10265-77-7,Free Radical Scavengers;beta-Amyloid (Abeta) Protein Neurotoxicity Inhibitors,APP,CHEMBL207225,3744,MoA public,3744,ZA-14-XK92,,0.2,0.5
1,UTOXGQNLFXWCMS-QGZVFWFLSA-N,0,1,-0.650293327776313,0,-0.441375727613408,0.045078597049842,0.145564343694314,-0.0899347738948016,CS(=O)(=O)N1CCC(c2noc([C@H](CCCC3CCCCC3)CC(=O)NO)n2)CC1,,Procollagen C-Proteinase Inhibitors,BMP1,,10203781,MoA public,10203781,SB-94-ZA83,,0.2,0.5
1,PJSOHQYOAVQLMP-UHFFFAOYSA-N,0,1,-0.417635987312476,0,0.0122905659628539,-1.51003499030191,0.180422250991373,-1.91650197466276,Cc1cc(-c2cc(-c3cc(S(=O)(=O)NCC(C)(C)O)ccc3C)cnc2N)on1,,Phosphatidylinositol 3-Kinase gamma (PI3Kgamma) Inhibitors,PIK3CG,,118470204,,,,,0.2,0.5
1,TWWFAXQOKNBUCR-UHFFFAOYSA-N,0,1,1.12968508089094,0,-1.51107797938302,-0.576176439188475,-0.0366889624441612,-0.338175701907966,O=C(Cc1ccccc1)Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,183721-15-5,ADORA3 antagonist,ADORA3,CHEMBL88147,393595,,,,,0.2,0.5
1,NFACJZMKEDPNKN-UHFFFAOYSA-N,0,1,0.623977889071356,0,-0.876848175948441,-1.04323360763221,-0.511669394025494,-0.983121032277334,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,26373-97-7,Butyrylcholinesterase Inhibitors,BCHE,CHEMBL167150,5853,,,,,0.2,0.5
1,BXNMTOQRYBFHNZ-UHFFFAOYSA-N,0,1,-1.0619415884917,0,0.320420578080045,0.607266062703025,0.634418691499717,0.744075226143931,CCOCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,144875-48-9,Interferon Inducers;TLR7 Receptor Agonists;TLR8 Receptor Agonists;TNF-alpha Production Inducers,TLR7,CHEMBL383322,159603,MoA public,159603,RA-07-CW93,,0.2,0.5
1,MEEJEEVTIVAOJP-UHFFFAOYSA-N,0,1,-0.404635428059112,0,0.042702826296825,-0.499641155147991,0.201964269691947,-0.128667414523795,N#CC(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,193542-65-3,CCR1 antagonist;Chemokine US28 Receptor Inverse Agonists,CCR1,CHEMBL34166,9889700,MoA public,9889700,OD-07-NJ52,,0.2,0.5
1,RLFKILXOLJVUNF-UHFFFAOYSA-N,0,1,0.403627658734366,0,-2.04279313473932,-5.09231839186536,-0.24280783850613,-5.85147875724863,COCc1c(C(=O)OC(C)C)ncc2[nH]c3ccc(OCc4ccccc4)cc3c12,111841-85-1,GABA(A) BZ Site Receptor Partial Agonists,GABRA1,CHEMBL454095,65914,MoA public,65914,YF-57-HO38,,0.2,0.5
1,GSLWRDKYYIQKIM-TZMCWYRMSA-N,0,1,0.725247629670026,0,-1.3197373791509,0.927264817236433,-1.00394308984219,0.949818914371994,CCCN1CCC[C@@H]2c3cc(O)ccc3OC[C@H]21,100745-12-8,Dopamine Autoreceptor Agonists;Prolactin Secretion Inhibitors,PRL,CHEMBL162955,10243700,MoA public,10243700,YF-88-OS30,,0.2,0.5
1,GSLWRDKYYIQKIM-TZMCWYRMSA-N,0,1,0.725247629670026,0,-1.3197373791509,0.927264817236433,-1.00394308984219,0.949818914371994,CCCN1CCC[C@@H]2c3cc(O)ccc3OC[C@H]21,100745-12-8,Dopamine Autoreceptor Agonists;Prolactin Secretion Inhibitors,PRL,CHEMBL162955,10243700,MoA public,10243700,QF-89-OA30,,0.2,0.5
1,NVAHQQYCEWEDKM-UHFFFAOYSA-N,0,1,-1.01466723519443,0,0.696568186214911,-0.668757229019975,0.398362753945121,-0.697031269719394,Cn1c(=O)n(C2CCN(CCCn3nc(-c4ccc(C(F)(F)F)cc4)c4c3CCN(S(C)(=O)=O)C4)CC2)c2cc(Cl)ccc21,400797-24-2,Cathepsin S Inhibitors,CTSS,CHEMBL360665,10168449,MoA public,10168449,VA-78-IW25,,0.2,0.5
1,GMGMDWSPSKXMJH-OAQYLSRUSA-N,0,1,-0.892743990959217,0,-0.449176803569776,0.964428365407399,0.143492449956558,1.397620562388,COc1ccc2nc(NC(=O)[C@H](CC3CCCC3)c3ccc(S(=O)(=O)N4CCN(C)CC4)cc3)sc2n1,866772-52-3,Glucokinase Activators,GCK,CHEMBL575726,44224002,MoA public,44224002,LA-80-OP05,,0.2,0.5
1,DCAJEEHUEYUYHB-UHFFFAOYSA-N,0,1,-0.642780292393347,0,0.933761313558997,0.0194059198380484,0.151345324763313,0.0587669137516649,COCCOc1cc2ncc(-c3cc(N)nc(Cl)c3)n2cc1S(=O)(=O)C(C)(C)C,,SELECTIVE INHIBITOR OF RIPK2;Receptor-Interacting Serine/Threonine-Protein (RIP-2) Kinase 2 Inhibitors,RIPK2,,,,,,,0.2,0.5
