WellsConcentration,inchi_key,single-cell hit for GFP-GPI,non-tox? for GFP-GPI,GFP.PrPko.count_ratio for GFP-GPI,membrane PrP-/GFP+ hit for GFP-GPI,membrane PrP,membrane GFP,cyto PrP,cyto GFP,smiles,cas_number,moa,gene_symbols[1],chembl_ids[1],pubchem_ids[1],SSEC PubChem CIDs annotation SSEC_set,PubChem CID,NSN-number,venn_cat_1578008438,venn_x_coord_1578008438,venn_y_coord_1578008438
1,KRXWJZIHQRIGSJ-UHFFFAOYSA-N,0,1,3.1051002758492,0,-0.872676452952617,1.24433416746432,-3.71452126561262,1.01088130307447,CC(C)c1c(-c2cnn(C(C)(C)C)c2)[nH]c2c(C#N)cnn2c1=O,,KDM5A inhibitor,KDM5A,CHEMBL3785583,,,,,,0.2,0.5
1,LUGXKWLXOYRDIS-UHFFFAOYSA-N,0,1,4.99071217679955,0,-4.93492104468298,-2.22612086452742,-4.37744310064988,-1.95502344121811,Nc1nc(-c2ccccn2)nc(N)c1Cc1ccc(Cl)cc1Cl,338965-09-6,"""Hepcidin (LEAP-1) Antagonists;Antianemic;Ferroportin antagonist"";Hepcidin (LEAP-1) Antagonists;Antianemic;Ferroportin antagonist",SLC40A1,CHEMBL1299757,3379829,MoA public,3379829,FD-43-CI36,,0.2,0.5
1,JIFCFQDXHMUPGP-UHFFFAOYSA-N,0,1,0.261417524839879,0,0.26861318667474,-0.334846885623825,0.721334790435208,-0.209862090423395,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1cn(C)c(=O)c(Nc2ccc(C(=O)N3CCOCC3)cc2)n1,910232-84-7,,BTK,CHEMBL1230541,24857323,,,,,0.2,0.5
1,NWBJAUFHPXRBKI-QMMMGPOBSA-N,0,1,0.970856638421997,0,-0.547598276645263,1.07792648819138,-1.34189346271351,0.997450862193892,CC(=N)NCCSC[C@](C)(N)C(=O)O,364067-16-3,Inducible Nitric Oxide Synthase (NOS-2) Inhibitors;Inositol Monophosphatase Inhibitors;Nitric Oxide Synthase Inhibitors;Signal Transduction Modulators,IMPA1,CHEMBL3039536,9797802,MoA public,9797802,UA-39-TN76,,0.2,0.5
1,GSFDFZOSYZNZOA-ROMNCUSUSA-N,0,1,0.987342823699817,0,0.13711911075498,0.491795067485658,-1.49448709479656,0.40057691421369,C=CC[C@H]1[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3CC[C@@H]4[C@H](C)CCCC(C)C)[C@@]2(C)CC[C@H]1O,152755-31-2,INSIG-1 Expression Enhancers;LDL-Receptor Up-Regulators,LDLR,,9823927,MoA public,9823927,QA-08-KD70,,0.2,0.5
1,KKBIUAUSZKGNOA-HNAYVOBHSA-N,0,1,1.97116872219274,0,-0.943794320349577,-1.31040853866087,-1.85340816100188,-1.40361305801619,CC(=O)SC[C@@H](Cc1ccc2c(c1)OCO2)C(=O)N[C@@H](C)C(=O)OCc1ccccc1,135038-57-2,"Angiotensin-I Converting Enzyme (ACE) Inhibitors;Neprilysin (Enkephalinase, Neutral Endopeptidase, NEP) Inhibitors",ACE,CHEMBL325695,5311337,MoA public,5311337,KC-22-HN50,,0.2,0.5
1,HUWWIHVYVDAXCT-UHFFFAOYSA-N,0,1,2.36538613864797,0,-1.07387719860643,-1.3163336032037,-1.67843249060974,-0.937741866005393,N#Cc1nc2c(nc1C#N)-c1ccccc1C2=O,40114-84-9,Caspase 3 Inhibitors;Ubiquitin Carboxyl-terminal Hydrolase Inhibitors;Cathepsin B Inhibitors,CASP3,,292929,,,,,0.2,0.5
1,YRGYYQCOWUULNF-UHFFFAOYSA-N,0,1,2.29583342625289,0,-1.1549302537389,-1.92688723044867,-2.42386579774339,-1.92846407899365,Cc1cc(O)nc(O)c1C#N,40401-47-6,Uridine Phosphorylase Inhibitors,UPP1,CHEMBL3086510,79516,MoA public,79516,UA-70-AH80,,0.2,0.5
1,MVSMTXJIJKVMLF-ITWZMISCSA-N,0,1,-0.562340403520872,0,0.868802591651902,0.831787320507421,2.53077671900569,1.41922513356325,,,,,,,MoA public,44368222,GD-08-JL45,,0.2,0.5
1,PCILYMWQEGDZQY-UHFFFAOYSA-N,0,1,1.29003734209933,0,-0.158330859878733,-1.57391354464892,-0.625591555138962,-0.922176651639452,CSc1nc(N)nc(SCC(=O)Nc2nc3ccccc3s2)c1C#N,339156-32-0,,RPS6KB1,,2216926,MoA public,2216926,PD-81-GZ16,,0.2,0.5
1,GZUVCNPDJISLKF-UHFFFAOYSA-N,0,1,1.78526668910699,0,0.581680229666426,-5.86398627282922,-2.13104304555837,-5.87013528141479,COc1cc2c(cc1OC)-c1[nH]nc(NCc3c(C)cccc3C)c1C2,1201944-86-6,HRI Kinase inhibitor,EIF2AK1,CHEMBL578426,45483510,,,,,0.2,0.5
1,SXKMCHGAAJTXPZ-UHFFFAOYSA-N,0,1,3.24568303937136,0,-1.71374256148702,0.186380987243285,-2.39929979747753,0.69681087300948,COc1ccc(CC(=O)Nc2ccc(N3CCN(C(=O)Nc4c(Cl)cc(CN5CCCC5)cc4Cl)CC3)cc2)cc1,1092067-85-0,Diacylglycerol Acyltransferase type 1 (DGAT-1) Inhibitors,DGAT1,,25102822,MoA public,25102822,FC-64-QJ96,,0.2,0.5
1,FRPJGTNLZNXQEX-UHFFFAOYSA-N,0,1,2.63220170506145,0,-0.837471001054844,0.141620863056122,-2.44156578909826,0.240092203607025,c1ccc(N2CCN(Cc3nc4ccccc4[nH]3)CC2)nc1,587870-77-7,Dopamine D4 Agonists,DRD4,CHEMBL1600943,5025739,,,,,0.2,0.5
1,YEJCDKJIEMIWRQ-UHFFFAOYSA-N,0,1,0.942209413610738,0,-1.16108854368885,0.0385474056946116,-1.99865700801179,0.0812059957364975,O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1,105431-72-9,Acetylcholine Release Enhancers,KCNQ1,CHEMBL1612640,3932,MoA public,3932,MF-48-HA48,,0.2,0.5
1,WVLHHLRVNDMIAR-IBGZPJMESA-N,0,1,0.010553238882165,0,-0.726637890766559,-0.602681787435412,-0.961901455931845,-0.760780016471825,NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21,558441-90-0,"CXCR4 antagonist, HIV attachment inhibitor",CXCR4,CHEMBL518924,11256587,MoA public,11256587,GA-56-IU17,,0.2,0.5
1,BWSWBMFOGKKNQV-UHFFFAOYSA-N,0,1,1.37655122398623,0,-0.952589926774468,-1.00522028445995,-2.31942870645361,-0.889407389312676,Nc1cc2cccnc2c(-c2ccc3nonc3c2)n1,426268-10-2,Phosphodiesterase IV Inhibitors;TNF-alpha Release Inhibitors,PDE2A,,21360934,MoA public,21360934,HA-19-ZP42,,0.2,0.5
1,QWQOWMCNZNPRMC-UHFFFAOYSA-N,0,1,-2.08690868721026,0,0.577223961210599,-1.3501142840507,7.4171779053177,-0.0812781450975192,Cc1cn(-c2cc(C(=O)Nc3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,677704-46-0,Abl Kinase Inhibitors;Bcr-Abl Kinase Inhibitors;Inhibitors of Signal Transduction Pathways,ABL1,,10256418,MoA public,10256418,DA-98-WZ84,,0.2,0.5
1,WDPFJWLDPVQCAJ-UHFFFAOYSA-N,0,1,2.8867618911724,0,-0.822621690062949,-0.798786224132204,-1.88765373864207,-0.487024119055017,CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1c(SCc2ccc(F)cc2)nc(=O)c2c1CCC2,356057-34-6,Lipoprotein Associated Phospholipase A2 (Lp-PLA2) Inhibitors,PLA2G7,CHEMBL204021,9939609,MoA public,9939609,JF-62-LU77,,0.2,0.5
1,YOLTZIVRJAPVPH-UHFFFAOYSA-N,0,1,0.680683583900012,0,-0.236085596908598,0.070905125478939,-0.617906384193571,-0.150580229669487,Brc1cc2c(cc1C1Nc3ccccc3C3C=CCC31)OCO2,1005086-82-7,GPER antagonist,GPER1,CHEMBL1540742,3136844,,,,,0.2,0.5
1,GRPDTQVFLZSLBL-FRFSOERESA-N,0,1,1.37771717954166,0,0.134155391909367,0.165668758059069,-0.876225565681467,-0.101780599226564,,,,,,,,,,,0.2,0.5
1,MPHPHYZQRGLTBO-UHFFFAOYSA-N,0,1,1.13547334007044,0,0.641341079805468,0.0624801432116219,-0.778466755411589,-0.0239657830706141,CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,13539-59-8,Xanthine Oxidase Inhibitors;Non-Steroidal Antiinflammatory Drugs,XDH,CHEMBL1565476,26098,MoA public,26098,QD-47-UW63,,0.2,0.5
1,SHZKQBHERIJWAO-AATRIKPKSA-N,0,1,0.231224507486194,0,-0.0604009974493132,0.530938390394636,-0.52311615576015,0.422563301643459,O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1,130952-46-4,Thromboxane Synthase Inhibitors,TBXAS1,CHEMBL11662,5282439,MoA public,5282439,DD-14-UA85,,0.2,0.5
1,OTTJIRVZJJGFTK-SFHVURJKSA-N,0,1,1.34123080088747,0,-1.16571698025288,0.720890946617271,-1.33101266645506,0.720075247683186,CCN(C(=O)CO)[C@H]1CN(/C(=N\C#N)Nc2cccc(OC(F)F)c2)N=C1c1ccc(Cl)c(Cl)c1,,SMYD2 inhibitor,SMYD2,CHEMBL3818617,117072551,,,,,0.2,0.5
1,RPQZTTQVRYEKCR-WCTZXXKLSA-N,0,1,-0.0629193087573712,0,0.626356486552447,1.44496075539949,-0.447598163622512,1.14192239575989,O=c1ncccn1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,3690-10-6,DNA Methyltransferase (DNMT) Inhibitors;Cytidine Deaminase (CDA) Inhibitors,CDA,CHEMBL504567,100016,MoA public,100016,CD-26-MB82,,0.2,0.5
1,JLSVDPQAIKFBTO-AYGDVHJDSA-N,0,1,1.28761962795271,0,0.581471887106438,0.914393488194717,-0.625331223758195,0.743807669163128,COc1cc(=O)oc(/C=C/C=C/C=C/C(C)=C/[C@@]2(C)O[C@@H](C)[C@@](C)(O)[C@@H]2O)c1C,25425-12-1,Inhibitor of mitochondrial ATPase,ATP5F1B,,12303281,,,,,0.2,0.5
1,YJYPHIXNFHFHND-UHFFFAOYSA-N,0,1,-1.0859376725272,0,0.885112584874713,0.566547791876717,0.744362189159062,0.522785640771827,COc1ccc2cccc(CCNC(C)=O)c2c1,1176316-99-6,melatonergic antidepressant;5-HT2C Antagonists;Melatonin MT1 Agonists;Melatonin MT2 Agonists,HTR2C,CHEMBL10878,82148,MoA public,82148,BE-65-HV88,,0.2,0.5
1,NCNRHFGMJRPRSK-MDZDMXLPSA-N,0,0,0.501785803212134,0,-0.484132904851305,3.99718193460937,8.46587621249957,5.4797937801907,O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,414864-00-9,HDACs;Apoptosis Inducers;Histone Deacetylase 1 (HDAC1) Inhibitors;Histone Deacetylase 2 (HDAC2) Inhibitors;Angiogenesis Inhibitors,HDAC1,CHEMBL408513,6918638,MoA public,6918638,ZB-32-PO31,,0.2,0.5
1,JAKAFSGZUXCHLF-LSCFUAHRSA-N,0,1,1.30926352371971,0,0.169783714981856,-0.347910205190183,0.214627738804123,-0.177613365958773,CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(NC3CCCCC3)ncnc21,130714-47-5,Adenosine A1 Agonists;ADORA1 agonist,ADORA1,CHEMBL117904,164305,MoA public,164305,ZC-68-DF54,,0.2,0.5
1,ACNHBCIZLNNLRS-UBGQALKQSA-N,0,1,-0.189271497130374,0,0.706587403922671,0.641685221778887,0.980857629722523,0.923559474460192,CC(C)(O)[C@H]1O[C@H]2CC[C@@]3(C)[C@@](O)(CC[C@H]4Cc5c([nH]c6ccccc56)[C@@]43C)C2=CC1=O,57186-25-1,,KCNMA1,CHEMBL410063,105008,,,,,0.2,0.5
1,NGVMVBQRKZPFLB-YFKPBYRVSA-N,0,1,0.0873899759430206,0,0.254790962696044,-1.45557441524888,0.340258618672625,-1.29143013958715,CSC(=N)NCCC[C@H](N)C(=O)O,156719-39-0,Nitric Oxide Synthase Inhibitors,NOS3,CHEMBL106516,107968,MoA public,107968,AD-39-QQ00,,0.2,0.5
1,FGYMJXFSHBLHLW-CYBMUJFWSA-N,0,1,1.04330414999764,0,-3.12730881620477,-3.30064139887118,-1.43138283944464,-3.00621156116884,COc1ncc(C)cc1CC[C@@](O)(CC(=O)O)C(=O)O,,,SLC13A5,CHEMBL3771118,124203831,,,,,0.2,0.5
1,RDSAUPRYZCQORM-BJTUFNSYSA-N,0,1,-0.39927613259509,0,-0.0658811208659331,0.767853372675048,-0.0799215630675578,0.704113973709954,COc1ccc(C[C@H](C)CN2C[C@@H](C(=O)N3CCN(c4ccc(F)c(F)c4)CC3)[C@H]3CCCC[C@H]3C2)cn1,,Somatostatin srif1C (sst3) Antagonists,SSTR3,CHEMBL1076624,9871544,MoA public,9871544,GB-59-NP67,,0.2,0.5
1,PNDQJUVRRFIFTM-UHFFFAOYSA-N,0,1,-0.00857767566594292,0,-0.592353804610219,-2.24911561009099,-0.177324459721868,-2.34097597472715,Oc1ncnc2c1c(-c1ccccc1)cn2-c1ccc(Br)cc1,220835-18-7,Glycolysis pathway inhibitor,PFKFB3,CHEMBL1423878,135493519,,,,,0.2,0.5
1,JIGIIKUAFNUTGA-UHFFFAOYSA-N,0,1,0.730473826085648,0,-0.787936495889979,-1.02128187562085,-0.21363468171913,-1.02509150592012,CCCN(CCC)C1CSc2cccc(OCC)c2C1,,5-HT1A Receptor Agonists,HTR1A,,10336714,MoA public,10336714,NA-59-IE25,,0.2,0.5
1,BLMPQMFVWMYDKT-NZTKNTHTSA-N,1,0,60.8181939695875,0,-19.2297969766178,-12.6491851964167,-28.7591588070775,-10.3607912369328,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,868540-17-4,Proteasome inhibitor,PSMB1,CHEMBL451887,11556711,,,,A,2,2.5
1,BAALMEGRQMMBJQ-UHFFFAOYSA-O,0,1,-0.817968199100772,0,0.632755462334528,-0.00611869126033809,1.21918755955401,0.525604836418861,CCc1ccc2c3[nH]c4ccccc4c3cc[n+]2c1,6784-38-9,"""DNA-Intercalating Drugs;5-HT Reuptake Inhibitors;Acetylcholinesterase Inhibitors"";DNA-Intercalating Drugs;5-HT Reuptake Inhibitors;Acetylcholinesterase Inhibitors",ACHE,CHEMBL463736,65171,,,,,0.2,0.5
1,PYKJFEPAUKAXNN-UHFFFAOYSA-N,0,1,0.0908644375012867,0,-0.669257237029765,-0.324877906160823,0.242883309641426,-0.118040963378141,Cc1nc2c(OCc3ccccc3)cccn2c1CC#N,76081-98-6,Reversible H+/K+-ATPase Inhibitors,ATP4A,CHEMBL47529,108137,MoA public,108137,IA-27-CK10,,0.2,0.5
1,QCDFBFJGMNKBDO-UHFFFAOYSA-N,0,1,-0.524233832406935,0,0.647375740104837,-1.03435789710543,0.155605995570749,-1.24892756681109,Oc1c(I)cc(Cl)c2cccnc12,130-26-7,Chelating Agents;Carbonic Anhydrase Inhibitors;Antiamyloidogenic Agents,CA12,CHEMBL497,2788,MoA public,2788,MF-65-BS99,,0.2,0.5
1,YUTLWCQIOXIPAP-UHFFFAOYSA-N,0,1,0.505378900569702,0,-0.371091196560039,1.24214705782196,0.205485823789038,2.04281740531267,COc1ccccc1-c1cc(Nc2ccc(C)c(NS(C)(=O)=O)c2)ncn1,,CDK inhibitor,CDK2,CHEMBL3263770,68915223,,,,,0.2,0.5
1,PDOQBOJDRPLBQU-QMMMGPOBSA-N,0,0,1.86606800947972,0,11.5583940631696,-0.769536319082692,15.4540988357027,-0.384184911931819,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)n[nH]1,935666-88-9,Jak2 Inhibitors,JAK1,CHEMBL1231124,16659841,,,,,0.2,0.5
1,HEFNNWSXXWATRW-JTQLQIEISA-N,0,1,1.06474799375132,0,0.514455350369744,0.172488617090491,-0.208448443873772,0.0151160531880952,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,113403-10-4,Cyclooxygenase (COX) Inhibitors;Non-Steroidal Antiinflammatory Drugs,PTGS1,CHEMBL175,39912,,,,,0.2,0.5
1,LLBLNMUONVVVPG-UHFFFAOYSA-N,0,1,2.39372736299343,0,-1.61366417206985,-1.0072426533911,-2.73168563227722,-0.976079976716858,OC1(c2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1,81226-60-0,Dopamine D2 Antagonists,DRD2,CHEMBL445102,133633,MoA public,133633,OA-67-HG85,,0.2,0.5
1,NMFLMLJPBJHWSE-UHFFFAOYSA-N,0,1,0.0730820221962162,0,0.674067721180144,1.97724284660994,-0.193333863077473,2.28696025136811,,,,,,,MoA public,64390,GD-46-OD81,,0.2,0.5
1,ZGLXUQQMLLIKAN-SVIJTADQSA-N,1,0,26.7131456133933,0,-8.96332450456631,-10.3763046170372,-11.8114025983803,-8.1940302983157,COc1cc([C@@H]2c3cc4c(cc3C[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1OC,100348-38-7,Cyclooxygenase-2 Inhibitors;Non-Steroidal Antiinflammatory Drugs;Angiogenesis Inhibitors,CASP3,CHEMBL63970,345501,,,,A,2,2.5
1,CEGSUKYESLWKJP-UHFFFAOYSA-N,0,1,-0.119917879854106,0,-0.802597746486086,0.125917162828113,-0.0380282081630479,0.369131270772505,c1ccc2c(CCNc3ccc(Nc4ccncc4)cc3)c[nH]c2c1,881202-16-0,MDM2 (hdm2) Inhibitors,MDM2,CHEMBL2137530,11609586,MoA public,11609586,VC-29-NX30,,0.2,0.5
1,PAOANWZGLPPROA-RQXXJAGISA-N,0,1,-1.39399415371465,0,1.40112563172411,0.0175658651893389,1.45147466555301,-0.0664049243016139,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)O)cc4)nc32)[C@H](O)[C@@H]1O,120225-54-9,Adenosine A2A Agonists,ADORA2A,CHEMBL331372,3086598,,,,,0.2,0.5
1,FGTCROZDHDSNIO-UHFFFAOYSA-N,0,1,0.875075637967368,0,-1.00007588174964,-0.163978707175388,-1.2187314732899,-0.0714589523697994,O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12,728033-96-3,VEGFR-2 (FLK-1/KDR) Inhibitors;PDGFRbeta Inhibitors;KIT (C-KIT) Inhibitors;Angiogenesis Inhibitors,ABL1,CHEMBL1614710,9868037,,,,,0.2,0.5
1,OHVGZODROPSVRZ-UHFFFAOYSA-N,0,1,-0.852945940928183,0,-0.0672620628363219,-1.1647182118679,2.02358662474172,-1.00343538602104,COc1cccc(F)c1CNc1ccc(-c2cnc(C)nc2C)c2nncn12,,EED gene inhibitor,EED,,132256889,,,,,0.2,0.5
1,KOVRZNUMIKACTB-UHFFFAOYSA-N,0,1,1.3216408194595,0,-1.60045797331856,-1.37680236965021,-1.5026155960709,-1.13742835132895,CCOC(=O)c1cc2c(cn1)[nH]c1ccccc12,124475-91-8,receptor blocker,GABRA1,CHEMBL454606,105078,MoA public,105078,EF-45-JG36,,0.2,0.5
1,ZXUYYZPJUGQHLQ-UHFFFAOYSA-N,0,1,0.398518700556073,0,0.543392155252119,0.0957859785575672,0.148605817675605,0.302820248769334,OC(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)cc1,105565-55-7,"NMDA Antagonists;sigma Receptor Antagonists;""NMDA Antagonists;sigma Receptor Antagonists""",SIGMAR1,CHEMBL60859,108046,MoA public,108046,UE-97-TS43,,0.2,0.5
1,MQZIGYBFDRPAKN-QISQUURKSA-N,0,1,1.17171158811852,0,-0.299367191374359,0.776812511868148,-1.44693477781768,0.843546942850194,,,,,,,,,,,0.2,0.5
1,ZCQOSCDABPVAFB-UHFFFAOYSA-N,0,1,-1.23086422285092,0,1.80751043080532,0.176932004708698,1.97982691554982,0.31858075079458,O=C(O)c1ccccc1Nc1ccc(CCc2ccc(Cl)c(Cl)c2)cc1,313674-97-4,Voltage-Gated K(V)11.1 (erg1) Channel Activators;Antiamyloidogenic Agents,KCNH2,CHEMBL521083,9864959,MoA public,9864959,NA-45-GZ16,,0.2,0.5
1,VVSOHUNZJUMVHS-UHFFFAOYSA-N,0,1,0.0301531535160708,0,0.247918026722559,-0.752200680080666,-0.0961788471520167,-0.842055416432944,O=C(CCCN1CCC(NC(=O)c2ccccc2)CC1)c1ccccc1,57368-81-7,alpha1-Adrenoceptor Antagonists,ADRA1B,CHEMBL286591,10089254,,,,,0.2,0.5
1,XEAOPVUAMONVLA-QGZVFWFLSA-N,0,1,0.824548663998783,0,-0.616079633515398,1.28674679975579,0.421111479716453,2.10736693422032,NC(=O)[C@@H](CCC(F)(F)F)N(Cc1ccc(-c2ncon2)cc1F)S(=O)(=O)c1ccc(Cl)cc1,1146699-66-2,gamma-Secretase Inhibitors,PSEN1,CHEMBL1090771,46883536,MoA public,46883536,JC-32-SU27,,0.2,0.5
1,GYKMAWIYKPLMGN-LADGPHEKSA-N,0,1,-0.354333392573105,0,0.208782030467769,-0.589841251619423,0.620515457579612,-0.524691692978326,CC1(C)COC(=O)[C@H]1NC(=O)[C@@H](CC(=O)O)c1ccn(-c2ccc(-c3ccc(C#N)cc3)cc2)c1,207118-71-6,Matrix Metalloproteinase Inhibitors;Angiogenesis Inhibitors,MMP2,,9804811,MoA public,9804811,GC-46-AX49,,0.2,0.5
1,RJLZHYQYYJPEOG-RIYZIHGNSA-N,0,1,-0.179807993340243,0,0.235473555939539,0.0873353246407693,0.6008057143519,0.195186332225055,COc1ccc(/C(C#N)=C/c2cccc(O)c2)cc1OC,,"Potassium Channel Activators;""Breast Cancer-Resistant Protein (BCRP; ABCG2) Inhibitors""",ABCG2,,870301,MoA public,870301,WC-15-PD47,,0.2,0.5
1,FFAJBRIJPGOECU-INIZCTEOSA-N,0,1,1.75375906350679,0,-0.84158110255196,-1.85707688677263,-0.934745323084305,-1.79553225160913,Cn1nc(C2CC2)cc1NC(=O)N[C@H](CO)CCN1CC(Oc2ccc(Cl)cc2)C1,,Chemokine CCR3 Antagonists,CCR3,,10127259,MoA public,10127259,DC-00-TN66,,0.2,0.5
1,XUZWTJRGKMQTGI-UHFFFAOYSA-N,0,1,2.20434099844194,0,-3.22539128568141,-2.69001959821909,-2.53725177383398,-2.30667979067903,CC(C)(C)c1nc(Nc2nnc(Cc3ccncc3)c3ccccc23)sc1C#N,,Drugs Acting on Estrogen Receptors (ER);Glucocorticoid Receptor (GR) Antagonists;Androgen Receptor Antagonists;Mineralocorticoid Receptor (MR) Antagonists,AR,,11842675,MoA public,11842675,IE-04-SI43,,0.2,0.5
1,JZALJKMCUUXBKR-UHFFFAOYSA-N,0,1,0.427648833021499,0,-0.402235172139959,-0.145937179009842,-0.277242415975462,-0.101846697895114,O=C1NC(=S)NC(=O)C1=Cc1cc2ccccc2[nH]1,69008-58-8,Histone Deacetylase SIRT2 Inhibitors;SIRT1 gene inhibitor,SIRT2,CHEMBL1483080,,MoA public,5511942,PB-40-YB26,,0.2,0.5
1,YIQPUIGJQJDJOS-UHFFFAOYSA-N,0,1,-0.505056794064182,0,0.251478869277326,-1.28634163214541,1.3075665949019,-1.05697368169458,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,110078-46-1,Chelating Agents;Chemokine CXCR4 (SDF-1 Receptor) Antagonists;HIV Attachment Inhibitors;CXCR4 antagonist,CXCR4,CHEMBL1788331,65014,MoA public,65014,QB-50-RO82,,0.2,0.5
1,WTDWVLJJJOTABN-UHFFFAOYSA-N,0,1,0.0456761435010475,0,-1.47676169018258,-0.122834095241639,-0.633977053254158,0.292871096016307,,,,,,,,,,,0.2,0.5
1,GEPYBHCJBORHCE-SFHVURJKSA-N,0,1,3.64733406187704,0,-2.19401386259932,0.0900405024808773,-3.59612613865092,0.564661364579483,COc1ccc(CCc2nc3cc(-c4c(C)noc4C)ccc3n2C[C@H](C)N2CCOCC2)cc1Cl,1613695-14-9,CREBBP / CBP / KAT3A;N-Ac Lysine competitive CREBBP inhibitor,CREBBP,CHEMBL3622373,72201027,,,,,0.2,0.5
1,MYZPKVPIILDSSN-UHFFFAOYSA-N,0,1,1.13035437924215,0,-0.78598540809688,-1.05790927041309,-0.104391676875428,-0.913367126334946,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCCN1,,5-HT1D Agonists,HTR1D,CHEMBL361470,9881603,MoA public,9881603,HB-24-GP45,,0.2,0.5
1,JGFDHSBAZUPYQN-UHFFFAOYSA-N,0,1,6.51066249622833,0,-5.66515131843256,-5.74070702464949,-3.57724821606018,-5.66743225878384,N/C(=N\C(=O)c1nc(Cl)c(N)nc1N)NC1CCN(C(=O)NCCCCNC(=O)N2CCC(N/C(N)=N/C(=O)c3nc(Cl)c(N)nc3N)CC2)CC1,1080018-64-9,Epithelial Sodium Channels (ENaC) Blockers,SCNN1A,,59291822,MoA public,59291822,OC-06-LW61,,0.2,0.5
1,LKZLGMAAKNEGCH-UHFFFAOYSA-N,0,1,0.411187033958536,0,-0.221236078784215,-2.24703653848695,0.112177290510978,-2.3545366247406,CC(=O)c1cc([N+](=O)[O-])c(Sc2cccc(Cl)c2Cl)s1,882257-11-6,Ubiquitin C-terminal Hydrolase Inhibitors 7 (USP7| HAUSP) Inhibitors,USP7,CHEMBL2159495,2819993,MoA public,2819993,GE-81-MX37,,0.2,0.5
1,KVVODNUBDFULSC-XMMPIXPASA-N,0,1,-2.22314596468302,0,1.83437197204702,-0.0275031380154368,2.89103605510449,-0.0108544060644562,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1ccc(S(=O)(=O)N2c3ccccc3C[C@@H]2C(=O)O)cc1,839673-52-8,PPARalpha Agonists;PPARgamma Agonists,PPARA,,10175076,MoA public,10175076,BE-81-LO11,,0.2,0.5
1,AJFGLTPLWPTALJ-SSDOTTSWSA-N,0,1,-0.238593033941189,0,-0.349651628398543,0.987809647803427,0.284775366166633,1.31036190402498,N[C@@](CF)(Cc1c[nH]cn1)C(=O)O,70050-43-0,Histidine Decarboxylase Inhibitors,HDC,CHEMBL4079279,188141,MoA public,188141,YF-47-HO48,,0.2,0.5
1,XKTFQMCPGMTBMD-FYHMSGCOSA-N,1,0,17.1877078648103,0,-12.9225567605946,-13.8785315512523,-14.9348154455467,-13.9634872485841,CO/C(=C/C(N)=O)[C@H](C)[C@H](/C=C/c1csc(-c2csc([C@@H](C)/C=C/C=C/C(C)C)n2)n1)OC,76706-55-3,cytochrome c reductase;Electron Transport Chain Inhibitors,UQCRC1,CHEMBL454568,10972974,MoA public,10972974,GA-37-CH33,A,2,2.5
1,XKTFQMCPGMTBMD-FYHMSGCOSA-N,1,0,17.1877078648103,0,-12.9225567605946,-13.8785315512523,-14.9348154455467,-13.9634872485841,CO/C(=C/C(N)=O)[C@H](C)[C@H](/C=C/c1csc(-c2csc([C@@H](C)/C=C/C=C/C(C)C)n2)n1)OC,76706-55-3,cytochrome c reductase;Electron Transport Chain Inhibitors,UQCRC1,CHEMBL454568,10972974,MoA public,10972974,BC-82-DI29,A,2,2.5
1,MNULEGDCPYONBU-NRGNUBCUSA-N,0,0,15.9086644254999,0,-7.68309914015497,-9.38232198791386,-9.51675255622128,-9.25164989188639,,,,,,,,,,,0.2,0.5
